age,poids,taille,sexe,type_regime,kcal_cible,nb_repas_cible
40,151,159,1,1,2197,1
15,210,193,1,1,2520,3
27,247,199,1,1,2309,1
54,180,193,1,1,2469,3
25,204,210,1,1,1952,3
50,164,179,1,1,1635,3
23,117,210,1,1,1718,1
19,100,162,1,1,2294,3
15,69,175,1,1,1862,1
60,221,210,1,1,1688,3
28,130,179,1,1,1935,2
53,78,194,1,1,2489,1
43,157,200,1,1,2300,2
16,116,183,1,1,1894,2
50,71,176,1,1,1737,3
58,86,155,1,1,2269,2
24,203,184,1,1,1885,1
58,198,155,1,1,1865,2
63,115,150,1,1,1973,2
23,195,161,1,1,2242,2
32,149,205,1,1,2233,1
69,244,189,1,1,2428,1
37,190,175,1,1,2146,3
30,161,203,1,1,1889,2
27,200,177,1,1,1939,3
23,91,202,1,1,2240,2
38,187,204,1,1,2100,2
39,126,178,1,1,2325,1
53,69,173,1,1,2016,2
39,245,195,1,1,2538,1
49,154,165,1,1,1688,2
19,127,187,1,1,1664,1
27,155,174,1,1,2227,2
56,177,159,1,1,2326,3
48,250,209,1,1,1968,3
16,147,192,1,1,1648,3
41,192,157,1,1,2127,1
33,181,207,1,1,2470,2
59,220,187,1,1,1667,1
70,221,186,1,1,2192,2
57,228,210,1,1,2135,2
40,116,187,1,1,2309,2
53,63,205,1,1,2505,1
31,52,150,1,1,1838,2
69,175,157,1,1,2290,1
41,213,207,1,1,1794,1
34,66,176,1,1,2567,2
64,126,210,1,1,2161,3
27,92,173,1,1,2311,3
55,114,177,1,1,1623,2
28,246,161,1,1,2238,3
70,188,210,1,1,1980,1
33,134,160,1,1,1814,2
58,199,201,1,1,2208,2
47,121,176,1,1,1614,2
64,67,191,1,1,1787,2
17,192,166,1,1,2350,1
39,225,166,1,1,2132,1
48,121,170,1,1,2456,3
66,211,193,1,1,2219,2
17,142,182,1,1,2402,3
59,138,189,1,1,2543,3
62,143,190,1,1,2057,3
61,222,167,1,1,2308,2
36,108,196,1,1,2594,3
53,168,201,1,1,2425,3
50,182,173,1,1,1916,2
46,133,190,1,1,2101,1
60,156,161,1,1,1976,1
66,130,152,1,1,1960,1
32,219,206,1,1,2553,2
66,99,184,1,1,1886,1
31,132,208,1,1,2584,1
69,60,169,1,1,2403,3
15,166,193,1,1,2100,3
39,221,154,1,1,2280,2
30,120,192,1,1,1855,1
20,51,200,1,1,1929,1
17,118,199,1,1,1759,1
61,167,186,1,1,2257,1
51,164,175,1,1,2426,1
58,95,191,1,1,2330,3
29,84,202,1,1,1667,2
68,55,167,1,1,1850,1
59,244,193,1,1,2167,1
44,146,182,1,1,2187,1
19,77,194,1,1,2202,3
35,223,183,1,1,1850,1
60,217,207,1,1,2288,1
50,195,150,1,1,2068,2
61,147,173,1,1,1783,3
43,145,183,1,1,2191,3
69,133,204,1,1,2223,3
27,237,196,1,1,2515,3
30,140,162,1,1,2483,3
34,106,202,1,1,1902,3
32,200,179,1,1,2222,3
29,57,157,1,1,2514,3
15,181,181,1,1,2068,1
56,213,162,1,1,1754,3
43,128,191,1,1,1952,3
49,81,155,1,1,1679,3
28,154,187,1,1,2380,1
50,122,193,1,1,2075,1
20,142,197,1,1,2205,3
57,114,183,1,1,2499,1
35,166,152,1,1,1727,2
62,187,186,1,1,1883,2
30,128,152,1,1,1955,2
33,97,210,1,1,1928,3
35,167,189,1,1,2044,3
39,230,183,1,1,2182,1
54,99,186,1,1,1939,2
21,164,151,1,1,2442,2
38,227,192,1,1,1667,3
27,248,198,1,1,1968,3
63,71,176,1,1,1623,2
37,89,199,1,1,2133,1
28,53,173,1,1,2015,1
36,135,200,1,1,2547,2
29,163,191,1,1,1726,1
60,101,157,1,1,1928,1
38,74,155,1,1,2210,3
35,148,163,1,1,2136,2
59,120,176,1,1,1863,1
16,162,210,1,1,1824,1
66,202,186,1,1,2456,3
33,65,195,1,1,2556,2
70,104,151,1,1,2541,1
61,139,170,1,1,1973,1
48,144,187,1,1,2546,3
29,124,177,1,1,2381,3
51,224,189,1,1,2216,3
47,65,172,1,1,1847,2
37,157,156,1,1,2517,2
48,200,150,1,1,2586,3
25,143,195,1,1,1863,1
45,125,195,1,1,1737,3
18,66,209,1,1,2075,1
21,56,207,1,1,2074,3
51,188,183,1,1,1860,2
54,183,196,1,1,2027,1
25,94,150,1,1,2070,3
68,236,159,1,1,1707,3
68,102,207,1,1,2545,1
46,101,160,1,1,1839,3
58,64,158,1,1,2116,3
36,244,203,1,1,1673,2
64,157,164,1,1,1625,2
39,226,199,1,1,2215,3
35,73,165,1,1,2586,2
64,73,170,1,1,1709,2
40,147,181,1,1,2372,3
60,114,155,1,1,1833,1
17,183,157,1,1,2353,3
38,231,162,1,1,2159,2
45,152,165,1,1,1992,2
40,81,175,1,1,2080,1
17,122,201,1,1,2310,3
36,81,169,1,1,2519,1
16,228,160,1,1,1663,1
36,93,197,1,1,1799,2
23,128,173,1,1,2119,2
35,115,188,1,1,2332,2
32,205,205,1,1,2539,3
62,129,159,1,1,1893,2
43,50,187,1,1,2519,1
33,109,174,1,1,2094,2
19,190,194,1,1,2009,3
48,180,179,1,1,1714,1
49,227,178,1,1,1660,3
43,101,197,1,1,2267,1
39,56,210,1,1,1895,1
58,61,194,1,1,1639,1
19,165,156,1,1,1854,2
48,106,208,1,1,1874,2
56,50,166,1,1,2299,2
64,196,189,1,1,2047,3
37,55,172,1,1,2279,2
68,99,153,1,1,2385,1
56,110,205,1,1,2534,3
27,128,158,1,1,1713,1
26,174,168,1,1,1814,3
31,95,154,1,1,2396,3
49,247,173,1,1,1850,2
52,177,199,1,1,2200,3
62,199,169,1,1,2482,1
24,61,164,1,1,1745,2
25,83,154,1,1,2491,3
19,128,159,1,1,2334,2
15,77,157,1,1,2471,1
21,69,173,1,1,2443,1
53,135,202,1,1,2457,2
22,227,208,1,1,2396,3
57,215,181,1,1,1638,3
62,210,200,1,1,2324,1
15,89,193,1,1,1915,3
65,160,189,1,1,1996,3
38,101,198,1,1,2059,1
19,94,200,1,1,1727,1
40,92,153,1,1,2272,2
37,225,193,1,1,1914,1
30,212,190,1,1,2296,1
35,119,199,1,1,2281,2
58,54,161,1,1,2347,1
17,120,205,1,1,1908,2
39,59,194,1,1,1761,2
70,210,167,1,1,2480,3
39,203,179,1,1,2245,1
69,150,163,1,1,2387,3
25,208,207,1,1,2489,3
16,52,191,1,1,2466,3
20,173,209,1,1,2337,3
67,59,155,1,1,1823,1
21,135,207,1,1,1967,1
27,200,154,1,1,2274,1
34,173,161,1,1,1853,2
42,121,157,1,1,2516,1
62,135,208,1,1,1917,2
42,240,203,1,1,1697,1
15,241,174,1,1,2362,1
25,120,205,1,1,1771,3
41,128,199,1,1,2443,1
40,192,172,1,1,2077,1
23,250,205,1,1,2435,3
19,91,155,1,1,1675,2
55,126,178,1,1,2276,3
35,235,179,1,1,2076,3
24,61,207,1,1,2534,3
39,56,171,1,1,2550,1
33,248,196,1,1,2263,1
34,61,156,1,1,1962,1
37,243,178,1,1,1752,3
62,167,187,1,1,2412,2
51,218,168,1,1,1969,1
15,189,167,1,1,2435,1
46,230,181,1,1,2343,2
35,137,192,1,1,2488,3
35,171,186,1,1,1890,1
35,73,185,1,1,1821,1
62,210,175,1,1,1891,1
24,223,180,1,1,1768,3
56,215,154,1,1,2274,2
70,239,171,1,1,2471,2
46,200,190,1,1,2101,2
21,61,206,1,1,2345,1
24,188,174,1,1,2486,3
22,67,166,1,1,1806,2
66,204,190,1,1,2277,3
46,63,191,1,1,2103,1
70,70,210,1,1,2547,2
59,185,198,1,1,1637,3
15,233,189,1,1,1657,3
58,83,194,1,1,2116,1
66,199,163,1,1,1789,2
47,158,176,1,1,2480,3
46,150,176,1,1,2591,1
16,159,151,1,1,1821,3
68,136,204,1,1,1618,3
70,206,160,1,1,1800,2
49,232,189,1,1,2538,2
48,247,187,1,1,2411,2
61,99,160,1,1,2421,1
28,161,172,1,1,1765,3
29,150,176,1,1,1736,1
57,115,176,1,1,2169,3
43,243,165,1,1,1840,1
23,107,159,1,1,2424,1
48,60,199,1,1,1871,3
51,176,194,1,1,2423,3
20,94,158,1,1,2243,2
22,147,151,1,1,1809,3
61,60,183,1,1,1903,3
45,162,206,1,1,2448,2
53,246,173,1,1,1677,3
55,97,171,1,1,1883,2
25,212,169,1,1,2006,1
22,89,194,1,1,1795,1
61,225,204,1,1,2376,2
41,80,157,1,1,1643,1
70,177,179,1,1,2180,3
54,67,162,1,1,2489,3
49,146,193,1,1,2295,1
61,110,210,1,1,1632,1
29,84,158,1,1,2356,3
25,178,173,1,1,2533,3
62,55,171,1,1,1990,2
45,84,150,1,1,2035,2
41,168,197,1,1,1895,1
19,186,152,1,1,1686,1
67,55,201,1,1,2302,1
17,231,191,1,1,1697,3
58,55,196,1,1,2490,1
48,197,168,1,1,2067,3
44,78,152,1,1,2318,2
61,188,177,1,1,2079,2
60,93,155,1,1,1653,1
43,217,157,1,1,1615,1
34,185,198,1,1,1716,1
34,225,179,1,1,1830,2
65,50,180,1,1,1612,1
54,95,186,1,1,2132,2
30,108,202,1,1,1829,1
49,180,176,1,1,2233,1
22,212,205,1,1,2352,3
58,148,156,1,1,2023,3
46,187,157,1,1,2210,3
46,79,191,1,1,1657,2
56,50,193,1,1,1922,1
44,217,154,1,1,1783,3
40,109,160,1,1,2110,3
70,246,161,1,1,2536,1
46,179,201,1,1,2481,2
66,50,199,1,1,2504,3
19,124,198,1,1,1725,3
44,146,161,1,1,1632,3
29,101,197,1,1,2292,2
40,182,182,1,1,1712,2
44,245,161,1,1,1781,2
38,61,179,1,1,2192,3
34,72,161,1,1,2380,1
23,125,191,1,1,2149,3
67,104,180,1,1,2233,3
39,131,190,1,1,2414,1
55,217,187,1,1,2584,1
30,190,202,1,1,2288,1
34,51,183,1,1,2456,3
45,234,191,1,1,1709,2
15,149,193,1,1,1752,3
47,171,153,1,1,2462,1
60,145,194,1,1,2200,2
47,182,206,1,1,2418,1
70,149,197,1,1,1729,1
70,219,196,1,1,1881,2
25,141,176,1,1,2218,2
28,241,210,1,1,2317,3
61,210,201,1,1,1908,3
69,72,150,1,1,1879,2
34,187,156,1,1,2267,3
20,73,190,1,1,2475,2
64,188,171,1,1,1810,3
44,97,174,1,1,1667,1
36,81,166,1,1,2544,3
23,65,194,1,1,2310,2
54,100,166,1,1,2384,1
20,168,171,1,1,2155,3
65,70,154,1,1,2248,2
63,216,197,1,1,2422,2
35,238,210,1,1,2173,2
52,62,195,1,1,2450,2
29,139,153,1,1,2417,3
27,233,173,1,1,2422,1
57,172,196,1,1,2119,1
52,108,206,1,1,1784,3
50,115,208,1,1,2579,2
43,127,163,1,1,1786,3
50,78,205,1,1,2517,2
30,142,205,1,1,1638,3
24,162,150,1,1,2575,1
25,103,154,1,1,2479,2
63,150,186,1,1,2392,3
68,55,173,1,1,1876,3
36,57,192,1,1,2384,3
64,212,194,1,1,1746,3
53,78,180,1,1,1637,3
37,215,161,1,1,2260,2
62,73,168,1,1,2392,2
50,240,191,1,1,2412,3
52,159,160,1,1,1814,3
64,181,189,1,1,2185,2
58,222,172,1,1,2590,3
50,233,173,1,1,2161,1
39,125,168,1,1,2350,2
67,161,151,1,1,1987,1
65,141,164,1,1,1908,1
19,89,193,1,1,2560,2
64,91,159,1,1,2000,3
47,198,207,1,1,2056,1
23,58,167,1,1,1613,3
29,95,207,1,1,2514,2
25,164,189,1,1,2036,3
39,194,185,1,1,2235,2
49,61,167,1,1,2397,3
37,171,156,1,1,1780,3
47,62,151,1,1,2061,2
43,145,183,1,1,2034,1
70,121,157,1,1,2133,1
65,78,156,1,1,1714,1
50,207,187,1,1,1661,2
28,243,180,1,1,2413,2
41,172,205,1,1,1675,2
45,131,188,1,1,2118,1
37,178,156,1,1,2119,3
22,190,186,1,1,2388,1
22,108,206,1,1,1866,2
40,106,178,1,1,1688,3
59,228,196,1,1,1858,3
61,172,181,1,1,2497,1
33,180,207,1,1,1688,2
34,118,193,1,1,2254,3
20,86,170,1,1,1807,2
68,74,190,1,1,2259,3
18,163,191,1,1,2440,3
25,82,197,1,1,2159,1
18,141,161,1,1,1900,1
17,135,193,1,1,1909,2
63,246,187,1,1,2399,3
37,112,206,1,1,2358,1
41,128,167,1,1,1921,2
32,106,201,1,1,1651,2
55,239,210,1,1,2399,1
57,54,175,1,1,2410,3
46,55,193,1,1,1781,1
67,197,187,1,1,2413,1
51,231,174,1,1,2376,3
23,210,175,1,1,2547,1
24,75,158,1,1,2033,2
19,97,163,1,1,1714,1
20,136,195,1,1,2409,3
67,196,158,1,1,2182,2
26,98,167,1,1,1879,3
22,168,206,1,1,1754,1
68,206,207,1,1,2276,2
18,80,172,1,1,2195,3
25,226,200,1,1,2020,2
16,235,164,1,1,1999,3
38,99,166,1,1,2395,3
42,73,183,1,1,2208,1
29,52,182,1,1,1952,1
67,141,209,1,1,1700,3
57,63,184,1,1,1893,2
39,157,205,1,1,2470,3
39,140,182,1,1,2372,3
39,249,186,1,1,2261,2
35,75,209,1,1,2313,3
59,186,208,1,1,1769,1
20,176,182,1,1,2224,3
23,128,205,1,1,2064,2
37,160,175,1,1,2264,1
46,238,169,1,1,2040,3
23,155,200,1,1,2421,1
60,79,162,1,1,1986,2
30,163,176,1,1,2485,1
38,90,208,1,1,1826,1
69,195,153,1,1,1680,3
66,79,195,1,1,2038,1
44,249,171,1,1,2270,2
68,145,186,1,1,2353,2
65,110,173,1,1,1806,1
44,121,166,1,1,2150,2
36,218,158,1,1,2428,3
18,161,169,1,1,1638,2
29,113,187,1,1,2266,2
53,137,209,1,1,2156,1
20,135,186,1,1,2501,1
25,102,173,1,1,2530,1
17,51,205,1,1,2037,3
24,220,210,1,1,1666,1
68,83,172,1,1,2375,1
23,223,205,1,1,1761,1
53,206,156,1,1,1748,1
60,73,178,1,1,1978,2
32,104,196,1,1,2000,1
59,216,151,1,1,2227,1
35,181,158,1,1,1843,3
41,126,163,1,1,2096,2
44,206,164,1,1,1809,2
42,160,170,1,1,2049,2
66,88,152,1,1,1765,2
53,57,156,1,1,2125,1
22,180,187,1,1,1781,1
60,181,176,1,1,2407,2
51,148,186,1,1,1625,3
22,171,194,1,1,2257,1
68,176,159,1,1,2275,3
31,118,178,1,1,1682,1
61,85,178,1,1,1610,2
67,82,164,1,1,2177,2
61,105,158,1,1,2155,2
16,62,179,1,1,1822,1
41,192,208,1,1,2476,3
30,104,152,1,1,1969,1
61,76,174,1,1,2540,1
29,187,158,1,1,1959,3
43,231,206,1,1,2337,3
15,152,164,1,1,1681,3
48,216,172,1,1,2053,2
37,150,181,1,1,2389,1
42,65,193,1,1,2031,1
65,131,208,1,1,2031,2
40,167,189,1,1,2405,2
22,87,182,1,1,1982,3
28,196,152,1,1,2295,2
65,235,166,1,1,2031,2
55,222,175,1,1,2492,3
27,196,181,1,1,1889,3
17,163,187,1,1,2229,2
21,67,192,1,1,1673,2
22,146,202,1,1,2469,3
22,98,169,1,1,2344,3
69,133,153,1,1,2022,1
49,135,162,1,1,2175,3
25,165,198,1,1,2536,2
44,204,210,1,1,1763,2
29,213,181,1,1,2398,1
17,156,167,1,1,2335,3
70,122,178,1,1,2011,2
16,244,208,1,1,2068,1
54,158,198,1,1,2176,3
59,57,170,1,1,1854,3
32,67,181,1,1,1734,1
70,77,159,1,1,1808,2
65,229,184,1,1,1750,2
26,126,185,1,1,1787,2
59,158,153,1,1,2279,2
47,64,172,1,1,2322,3
29,218,189,1,1,2189,1
61,83,183,1,1,2263,2
20,218,185,1,1,1974,2
46,93,204,1,1,2276,1
31,218,181,1,1,2269,3
37,181,165,1,1,2088,2
42,239,209,1,1,1958,1
37,199,198,1,1,2316,3
18,104,184,1,1,1951,1
39,124,196,1,1,1772,2
35,91,196,1,1,1918,1
55,55,183,1,1,1918,2
58,143,171,1,1,2418,1
23,203,193,1,1,2423,2
27,229,150,1,1,1884,2
39,108,178,1,1,2593,3
35,219,153,1,1,2059,3
26,149,173,1,1,1984,3
70,131,192,1,1,2320,2
24,173,161,1,1,1648,3
21,213,176,1,1,2259,2
46,93,176,1,1,1643,2
31,215,157,1,1,2299,1
58,97,200,1,1,2347,1
59,195,165,1,1,2572,2
31,224,164,1,1,1659,2
69,115,156,1,1,1973,1
16,223,176,1,1,2203,2
17,64,189,1,1,2347,1
67,219,176,1,1,2508,3
40,239,202,1,1,2455,2
62,142,169,1,1,2516,1
19,77,206,1,1,1708,2
31,169,177,1,1,2350,1
18,240,157,1,1,2024,3
68,102,174,1,1,2062,2
54,204,205,1,1,1834,3
65,165,162,1,1,2128,1
64,63,171,1,1,2210,1
40,189,208,1,1,2231,1
50,235,176,1,1,2515,3
51,135,169,1,1,2478,2
21,139,194,1,1,2396,1
36,240,159,1,1,1986,1
67,229,165,1,1,1881,3
48,242,152,1,1,2289,3
54,58,181,1,1,1742,3
18,241,159,1,1,2445,2
40,208,198,1,1,2317,3
60,223,195,1,1,2169,3
18,102,206,1,1,2453,2
37,119,164,1,1,2449,3
51,187,203,1,1,2112,2
40,194,188,1,1,1799,2
65,236,161,1,1,1632,2
26,223,198,1,1,1999,2
46,233,171,1,1,2158,3
69,223,193,1,1,2523,2
52,59,175,1,1,1850,1
36,185,161,1,1,2475,2
19,191,194,1,1,1633,1
33,51,168,1,1,2024,3
64,73,156,1,1,2569,2
36,202,178,1,1,2246,1
27,59,168,1,1,2233,3
68,107,198,1,1,2301,3
45,125,183,1,1,2538,1
29,127,186,1,1,2128,1
21,182,178,1,1,2492,2
35,211,193,1,1,2256,3
52,236,173,1,1,1758,2
27,225,161,1,1,2454,3
26,144,151,1,1,2231,3
45,224,203,1,1,1868,3
65,74,158,1,1,2068,1
46,79,167,1,1,2257,1
36,132,210,1,1,1909,1
69,208,192,1,1,2080,1
59,50,180,1,1,1808,2
53,234,190,1,1,2433,1
65,210,167,1,1,2047,2
49,225,180,1,1,2365,3
40,116,168,1,1,2408,3
31,141,163,1,1,1675,3
25,128,180,1,1,1762,3
70,51,182,1,1,2386,3
59,231,158,1,1,2010,2
32,245,205,1,1,1613,1
46,211,155,1,1,1641,3
38,167,194,1,1,2353,2
56,184,183,1,1,2471,1
47,213,205,1,1,1904,1
40,246,200,1,1,2150,2
17,141,178,1,1,2483,2
17,203,155,1,1,2143,1
55,84,172,1,1,2285,1
16,163,202,1,1,2330,2
23,85,154,1,1,2228,2
53,127,172,1,1,2385,2
35,125,189,1,1,2022,3
37,85,171,1,1,1611,1
49,102,204,1,1,1997,3
57,50,200,1,1,1630,2
32,213,162,1,1,1666,1
16,174,209,1,1,1738,1
60,198,162,1,1,2229,3
49,109,176,1,1,2065,2
52,249,203,1,1,2418,2
67,134,205,1,1,2421,3
62,134,158,1,1,2456,1
16,230,183,1,1,2497,2
66,177,183,1,1,2333,3
28,208,165,1,1,1982,1
58,123,154,1,1,1642,2
43,127,178,1,1,2349,1
48,124,169,1,1,1796,3
69,187,184,1,1,2381,3
30,80,155,1,1,2583,1
15,186,202,1,1,2565,3
46,110,202,1,1,2431,3
29,210,200,1,1,1708,2
16,98,174,1,1,2556,1
44,97,200,1,1,1658,2
21,91,192,1,1,2125,3
43,171,200,1,1,1946,1
15,185,200,1,1,2275,3
33,50,189,1,1,2584,2
64,53,197,1,1,2364,1
57,214,192,1,1,2517,3
66,79,165,1,1,2458,3
58,93,150,1,1,2158,3
38,154,188,1,1,1838,2
47,100,167,1,1,2162,2
43,208,152,1,1,1999,1
42,174,163,1,1,2360,3
29,242,161,1,1,2044,1
66,91,188,1,1,1977,3
23,108,151,1,1,2098,1
24,56,205,1,1,2014,1
38,228,181,1,1,1665,1
26,62,152,1,1,2281,1
48,247,195,1,1,1687,2
39,115,179,1,1,2097,3
37,199,175,1,1,1977,3
35,162,164,1,1,2108,1
22,106,197,1,1,2433,3
47,150,171,1,1,2056,2
37,242,188,1,1,2165,2
63,237,154,1,1,1795,3
23,221,165,1,1,1826,3
34,192,152,1,1,2560,2
18,210,151,1,1,2380,1
46,89,208,1,1,2390,3
40,91,198,1,1,1974,3
27,206,200,1,1,2280,3
61,217,192,1,1,2547,1
68,116,164,1,1,2180,1
49,197,172,1,1,1877,3
29,180,178,1,1,1628,1
48,172,187,1,1,2375,2
32,141,194,1,1,1616,2
46,151,165,1,1,2482,2
67,102,199,1,1,2171,3
24,72,181,1,1,1989,3
29,152,193,1,1,1695,3
21,178,173,1,1,2373,1
33,198,189,1,1,2205,1
31,114,168,1,1,2192,3
49,148,193,1,1,2583,1
69,131,156,1,1,2173,3
41,105,185,1,1,1960,2
17,68,156,1,1,1788,1
40,59,167,1,1,2195,3
58,61,181,1,1,1654,3
49,227,175,1,1,1824,1
56,222,203,1,1,2026,3
50,198,205,1,1,2228,3
65,162,175,1,1,2558,1
35,83,164,1,1,1736,1
43,222,189,1,1,2180,2
44,137,159,1,1,2089,3
16,90,204,1,1,1726,2
45,116,152,1,1,1765,3
65,185,178,1,1,2076,3
23,158,187,1,1,1767,2
46,75,183,1,1,2533,3
42,228,174,1,1,1654,1
29,56,155,1,1,2295,3
15,139,197,1,1,2227,2
18,76,194,1,1,1627,3
18,56,203,1,1,1895,3
33,194,166,1,1,2123,1
30,208,191,1,1,2484,3
53,66,170,1,1,1649,2
61,118,195,1,1,2385,1
65,68,203,1,1,1749,1
61,68,173,1,1,2044,1
55,148,193,1,1,2199,1
47,75,160,1,1,2122,3
38,91,188,1,1,1612,3
58,138,168,1,1,2383,1
63,83,164,1,1,2482,1
70,156,196,1,1,2147,3
61,215,180,1,1,1869,2
57,248,161,1,1,2544,1
40,212,162,1,1,2012,3
30,216,174,1,1,2417,3
16,131,161,1,1,1975,2
28,111,180,1,1,2190,3
19,228,198,1,1,2137,2
52,149,157,1,1,1891,1
24,72,161,1,1,2086,1
49,81,205,1,1,2056,3
52,156,150,1,1,2065,2
31,51,203,1,1,2220,3
29,177,177,1,1,2535,1
22,177,153,1,1,2197,3
66,182,170,1,1,1918,2
26,113,157,1,1,2430,3
50,198,206,1,1,2067,1
50,179,157,1,1,1712,1
69,71,175,1,1,2513,2
53,59,179,1,1,1770,2
15,133,169,1,1,2278,1
41,199,209,1,1,2277,3
22,109,181,1,1,2522,1
40,214,165,1,1,2160,1
30,239,158,1,1,2130,2
47,224,209,1,1,2558,2
54,165,177,1,1,2354,2
62,128,179,1,1,1657,3
58,64,159,1,1,2082,3
50,67,175,1,1,1772,3
19,164,183,1,1,2139,1
63,197,176,1,1,2416,2
66,244,201,1,1,2136,1
47,108,155,1,1,1984,2
68,70,199,1,1,2050,3
56,76,181,1,1,2590,1
41,222,158,1,1,2273,1
53,211,163,1,1,1753,1
38,125,157,1,1,2251,2
19,195,167,1,1,1764,3
16,64,191,1,1,1766,1
29,195,156,1,1,1968,1
69,67,206,1,1,1706,1
59,99,208,1,1,2026,3
40,238,174,1,1,2323,1
29,107,171,1,1,2030,3
24,53,160,1,1,2079,1
50,103,162,1,1,2525,1
39,140,203,1,1,2186,3
40,88,196,1,1,2264,2
59,155,165,1,1,2432,3
50,156,204,1,1,2133,1
26,90,205,1,1,1652,1
39,80,210,1,1,1631,1
37,84,169,1,1,2252,2
43,186,198,1,1,2443,3
43,92,170,1,1,1640,1
62,188,153,1,1,1732,1
39,165,173,1,1,2099,3
27,197,205,1,1,2497,3
64,84,183,1,1,2596,1
20,222,197,1,1,2522,3
26,211,207,1,1,2196,3
35,99,188,1,1,2419,3
41,118,180,1,1,2100,2
55,153,199,1,1,1773,1
24,82,169,1,1,1752,3
15,222,180,1,1,1983,1
20,161,191,1,1,2062,2
42,79,189,1,1,2329,3
25,51,210,1,1,1629,3
21,89,189,1,1,2515,1
28,67,206,1,1,1946,2
41,86,183,1,1,2505,2
63,248,195,1,1,2454,1
43,170,202,1,1,2232,3
19,137,151,1,1,1881,1
51,89,184,1,1,2567,1
70,131,196,1,1,2012,3
65,220,196,1,1,2442,1
53,152,198,1,1,1859,2
69,230,183,1,1,1745,2
