age,poids,taille,sexe,type_regime,poids_cible,depense,mois
59,216,197,1,1,63,208,1
16,119,202,1,1,127,392,3
22,72,163,1,1,175,221,1
51,99,168,1,1,76,492,2
28,172,176,1,1,182,357,5
53,192,162,1,1,87,279,1
34,75,180,1,1,119,537,5
22,142,162,1,1,97,563,3
51,76,165,1,1,121,342,4
34,249,177,1,1,72,352,2
55,129,152,1,1,160,339,1
65,125,176,1,1,80,400,2
51,172,159,1,1,179,582,1
17,212,155,1,1,85,311,5
33,223,180,1,1,142,506,1
55,239,161,1,1,52,407,2
18,209,177,1,1,83,499,5
24,183,188,1,1,161,331,1
32,183,181,1,1,86,449,3
54,119,167,1,1,80,247,3
51,245,200,1,1,62,227,2
55,241,203,1,1,146,390,3
38,234,157,1,1,82,378,1
21,215,195,1,1,162,499,5
15,58,151,1,1,121,516,2
58,162,171,1,1,162,442,5
56,65,157,1,1,64,457,4
39,179,184,1,1,159,263,3
48,207,163,1,1,157,476,4
65,191,161,1,1,158,516,3
22,210,175,1,1,152,222,4
60,167,176,1,1,60,566,1
27,126,176,1,1,194,395,5
42,141,159,1,1,70,567,3
49,73,169,1,1,96,479,2
66,166,202,1,1,183,205,5
69,88,207,1,1,193,565,1
44,175,152,1,1,143,509,4
63,63,159,1,1,143,273,3
32,96,151,1,1,146,562,2
32,139,168,1,1,193,293,3
38,83,155,1,1,163,554,1
33,126,175,1,1,104,416,5
18,134,193,1,1,197,575,3
35,86,162,1,1,73,563,5
69,160,202,1,1,88,348,4
22,211,184,1,1,60,564,3
59,169,201,1,1,86,487,4
51,157,170,1,1,53,497,3
52,176,209,1,1,149,395,1
40,221,187,1,1,106,530,1
18,67,200,1,1,144,544,4
26,106,158,1,1,51,350,2
65,233,168,1,1,148,303,2
27,136,162,1,1,133,444,2
49,230,201,1,1,98,557,3
69,120,164,1,1,188,377,2
51,95,175,1,1,68,548,2
40,200,177,1,1,180,502,1
67,196,152,1,1,177,301,1
47,86,155,1,1,112,333,1
38,215,150,1,1,174,429,1
49,123,186,1,1,57,294,5
49,70,195,1,1,77,283,2
23,70,168,1,1,100,245,3
25,186,155,1,1,94,442,3
59,212,177,1,1,148,317,5
39,125,180,1,1,191,231,5
50,184,170,1,1,60,248,1
19,66,197,1,1,170,390,3
46,76,173,1,1,152,590,4
23,221,194,1,1,94,242,5
17,199,180,1,1,183,562,1
34,160,157,1,1,113,347,1
53,243,171,1,1,86,477,5
69,156,183,1,1,77,524,2
46,202,186,1,1,63,525,1
33,227,182,1,1,101,301,2
23,181,187,1,1,153,311,3
64,246,192,1,1,117,290,5
44,216,176,1,1,151,206,1
37,97,173,1,1,123,540,3
30,169,190,1,1,145,460,5
26,250,207,1,1,61,427,1
56,237,162,1,1,164,552,3
24,166,173,1,1,135,310,1
30,210,208,1,1,168,559,4
46,239,180,1,1,111,442,2
58,200,187,1,1,52,260,5
40,226,199,1,1,57,513,1
23,206,200,1,1,131,212,3
25,233,154,1,1,69,216,3
67,183,209,1,1,56,512,5
36,105,206,1,1,153,339,1
27,96,182,1,1,146,229,3
26,158,166,1,1,166,384,1
37,128,198,1,1,93,588,5
28,172,182,1,1,120,321,3
28,137,195,1,1,62,215,4
37,117,168,1,1,163,571,4
38,167,192,1,1,152,495,2
59,179,161,1,1,173,240,5
50,176,191,1,1,92,537,1
29,65,190,1,1,193,388,2
43,228,186,1,1,190,441,4
18,138,175,1,1,186,522,1
18,135,156,1,1,53,589,3
65,149,173,1,1,79,353,2
53,91,157,1,1,90,477,1
57,210,200,1,1,84,238,1
59,107,198,1,1,134,501,5
22,120,208,1,1,90,361,3
26,199,185,1,1,140,426,5
39,105,151,1,1,191,226,4
37,87,170,1,1,66,246,5
62,199,199,1,1,183,303,4
19,78,209,1,1,98,538,1
41,228,186,1,1,68,285,1
28,119,205,1,1,199,244,5
32,51,188,1,1,139,263,5
42,136,156,1,1,90,586,5
19,105,177,1,1,70,308,2
17,139,167,1,1,99,479,5
50,56,176,1,1,94,587,2
22,50,191,1,1,163,543,2
29,241,173,1,1,170,295,5
68,232,151,1,1,121,396,2
19,132,168,1,1,191,417,5
60,89,184,1,1,158,511,2
38,71,184,1,1,54,283,3
31,187,157,1,1,169,245,3
27,210,172,1,1,143,474,5
24,174,159,1,1,135,293,5
40,91,195,1,1,62,565,3
26,63,178,1,1,149,276,3
69,238,172,1,1,138,521,1
31,83,183,1,1,112,326,5
53,138,198,1,1,147,335,4
48,217,206,1,1,55,405,5
21,126,198,1,1,149,289,3
46,62,188,1,1,134,285,4
47,224,208,1,1,149,227,3
41,202,179,1,1,59,319,3
44,123,193,1,1,196,548,1
51,119,196,1,1,88,537,2
18,248,181,1,1,147,277,1
58,131,154,1,1,130,252,1
19,90,201,1,1,121,453,2
25,229,152,1,1,181,352,3
53,195,208,1,1,96,333,1
50,88,170,1,1,105,219,3
21,112,157,1,1,146,207,2
31,139,167,1,1,172,456,2
26,80,199,1,1,98,490,3
45,127,154,1,1,150,569,4
48,53,175,1,1,54,465,3
37,96,203,1,1,173,218,2
37,235,167,1,1,64,433,3
36,118,159,1,1,169,240,5
65,139,159,1,1,136,246,4
55,105,152,1,1,66,238,4
46,146,163,1,1,153,394,3
29,222,163,1,1,144,349,4
40,82,176,1,1,103,427,3
52,165,173,1,1,73,416,4
63,50,208,1,1,196,404,5
18,129,151,1,1,118,593,5
45,58,167,1,1,188,291,2
32,110,162,1,1,92,428,3
42,197,154,1,1,72,243,1
40,146,205,1,1,190,559,4
67,211,178,1,1,184,296,5
65,208,208,1,1,53,436,5
39,168,193,1,1,151,577,2
55,221,171,1,1,133,305,5
69,172,179,1,1,89,500,4
33,109,184,1,1,83,312,4
46,138,199,1,1,141,500,1
35,141,152,1,1,117,384,2
50,96,159,1,1,131,564,5
53,145,193,1,1,175,472,1
31,151,186,1,1,73,444,5
30,218,161,1,1,138,447,1
56,193,207,1,1,186,330,3
22,198,203,1,1,128,209,4
34,199,202,1,1,89,259,5
43,228,172,1,1,175,416,2
30,238,206,1,1,104,248,4
26,221,208,1,1,196,251,3
54,66,159,1,1,73,423,2
22,67,191,1,1,73,549,4
47,106,198,1,1,151,517,4
63,99,171,1,1,152,461,5
32,193,171,1,1,159,325,3
50,146,201,1,1,145,448,4
41,108,167,1,1,157,499,4
47,225,172,1,1,182,271,5
65,143,163,1,1,111,383,2
59,192,173,1,1,96,378,2
67,169,164,1,1,124,531,5
67,214,193,1,1,101,315,4
51,124,162,1,1,98,308,4
65,191,156,1,1,107,366,5
27,143,154,1,1,150,558,4
40,76,199,1,1,145,404,2
41,186,182,1,1,63,560,4
31,177,207,1,1,60,205,2
68,200,177,1,1,129,233,4
46,99,156,1,1,130,347,3
39,50,154,1,1,71,397,1
40,61,174,1,1,92,248,1
18,122,161,1,1,193,291,4
40,179,189,1,1,148,587,1
29,134,181,1,1,121,402,2
31,155,189,1,1,175,303,1
40,125,208,1,1,196,358,4
44,193,204,1,1,89,249,1
19,180,178,1,1,142,446,4
21,178,181,1,1,82,408,5
35,86,162,1,1,62,428,3
33,170,201,1,1,60,461,2
66,135,150,1,1,137,268,5
32,148,159,1,1,145,316,4
40,218,180,1,1,65,300,5
68,207,185,1,1,70,437,3
53,131,205,1,1,144,477,3
29,57,201,1,1,74,551,5
49,193,150,1,1,81,209,5
39,89,207,1,1,64,241,4
31,178,151,1,1,82,526,1
15,242,169,1,1,119,587,3
28,225,198,1,1,137,213,4
63,62,187,1,1,151,240,4
58,78,204,1,1,99,311,1
20,143,163,1,1,134,389,2
51,238,165,1,1,111,234,3
63,205,183,1,1,111,343,3
62,161,178,1,1,142,356,5
41,168,185,1,1,193,324,5
15,157,184,1,1,122,218,4
23,132,169,1,1,180,283,5
42,110,202,1,1,147,368,2
43,110,192,1,1,117,277,5
53,147,157,1,1,163,580,3
64,223,181,1,1,74,380,3
52,68,165,1,1,118,423,3
33,249,205,1,1,169,244,3
60,241,176,1,1,181,413,5
25,205,155,1,1,54,556,2
26,120,201,1,1,111,327,2
43,106,196,1,1,175,266,1
22,53,179,1,1,163,261,4
35,159,172,1,1,94,418,2
25,106,186,1,1,145,262,2
69,246,177,1,1,83,375,1
53,189,172,1,1,183,311,4
55,81,184,1,1,73,384,1
35,182,204,1,1,66,204,3
51,151,165,1,1,123,394,2
59,95,160,1,1,101,319,4
19,126,168,1,1,84,580,4
32,73,172,1,1,178,401,5
23,87,169,1,1,86,495,1
55,211,181,1,1,144,547,4
15,186,187,1,1,85,402,1
45,68,159,1,1,129,539,2
40,115,195,1,1,66,415,5
57,137,206,1,1,58,418,5
67,101,192,1,1,177,446,5
30,188,181,1,1,161,365,2
48,152,172,1,1,171,227,3
30,187,188,1,1,166,332,5
68,73,152,1,1,80,522,3
26,140,175,1,1,125,476,3
56,96,157,1,1,174,229,3
43,170,169,1,1,79,289,3
27,57,204,1,1,65,600,1
18,154,174,1,1,155,347,2
47,126,187,1,1,75,317,1
23,65,151,1,1,171,511,3
21,124,210,1,1,168,321,3
29,234,176,1,1,130,390,4
21,146,153,1,1,58,577,5
50,149,164,1,1,123,385,3
49,53,168,1,1,171,478,3
38,94,197,1,1,153,525,1
38,83,195,1,1,94,598,2
66,241,170,1,1,167,289,4
25,121,187,1,1,163,470,3
38,188,182,1,1,77,396,3
58,161,181,1,1,171,398,3
27,116,181,1,1,54,468,4
67,141,152,1,1,76,292,3
65,66,207,1,1,59,269,1
18,130,150,1,1,119,395,2
57,72,199,1,1,194,313,2
38,134,205,1,1,56,415,4
21,200,164,1,1,116,592,2
62,111,167,1,1,170,211,1
46,131,170,1,1,124,322,3
61,132,168,1,1,179,476,1
30,223,159,1,1,190,366,2
61,198,150,1,1,173,369,2
45,157,157,1,1,177,300,2
19,208,209,1,1,129,219,4
65,208,183,1,1,113,566,5
69,243,153,1,1,99,411,5
67,200,172,1,1,78,253,4
51,249,194,1,1,157,293,1
51,78,163,1,1,194,278,2
53,95,184,1,1,95,355,4
70,83,198,1,1,170,363,2
28,234,198,1,1,97,325,1
34,76,198,1,1,150,238,4
47,130,153,1,1,167,350,1
24,184,177,1,1,147,588,3
29,139,167,1,1,177,524,1
32,99,185,1,1,114,548,4
27,134,154,1,1,56,418,2
50,50,184,1,1,137,295,1
54,137,186,1,1,86,592,4
26,221,171,1,1,65,392,5
38,167,194,1,1,165,502,4
15,241,159,1,1,63,249,2
66,127,153,1,1,77,253,5
62,233,160,1,1,116,324,2
39,181,202,1,1,163,469,2
30,190,160,1,1,185,236,2
62,250,176,1,1,188,381,3
64,142,187,1,1,153,231,2
30,168,198,1,1,71,544,5
44,52,168,1,1,134,548,3
48,95,151,1,1,171,493,5
40,161,175,1,1,94,365,5
63,250,210,1,1,175,471,1
37,89,177,1,1,194,455,3
25,114,192,1,1,145,448,3
29,210,207,1,1,145,219,4
50,200,192,1,1,145,313,3
55,160,164,1,1,152,484,5
20,157,198,1,1,59,361,2
41,89,193,1,1,138,475,5
22,229,171,1,1,59,279,4
49,160,194,1,1,133,461,3
27,241,173,1,1,190,267,4
21,58,154,1,1,181,235,3
33,161,179,1,1,142,380,5
27,129,199,1,1,139,446,2
21,52,172,1,1,51,562,1
31,245,185,1,1,192,437,4
29,167,154,1,1,157,295,1
51,235,206,1,1,64,485,1
64,68,164,1,1,199,593,3
17,170,208,1,1,154,531,4
36,168,162,1,1,163,472,1
52,170,182,1,1,84,322,5
21,132,190,1,1,65,414,4
39,94,156,1,1,134,273,5
52,77,174,1,1,163,287,5
33,228,180,1,1,77,252,2
27,76,185,1,1,123,417,2
36,156,154,1,1,106,319,1
63,103,171,1,1,80,529,2
22,122,210,1,1,124,481,5
34,187,201,1,1,80,531,3
41,118,197,1,1,61,278,3
37,72,194,1,1,127,222,4
66,237,203,1,1,183,358,4
26,142,183,1,1,112,333,3
57,52,205,1,1,58,365,2
66,132,205,1,1,140,275,4
37,79,159,1,1,183,577,4
19,220,164,1,1,161,497,3
33,68,167,1,1,157,430,4
41,179,178,1,1,164,389,4
19,132,154,1,1,83,594,4
31,161,182,1,1,114,291,1
62,220,199,1,1,148,366,1
54,195,152,1,1,92,254,2
41,182,160,1,1,162,240,3
63,95,150,1,1,84,448,5
66,244,194,1,1,182,395,4
31,247,186,1,1,191,449,1
24,124,193,1,1,129,236,4
31,54,180,1,1,56,534,3
61,54,158,1,1,85,540,1
31,79,198,1,1,76,358,5
24,220,154,1,1,138,568,2
38,103,176,1,1,164,598,1
60,193,160,1,1,148,247,3
35,60,176,1,1,80,417,2
37,132,180,1,1,156,590,5
15,121,200,1,1,165,233,4
55,145,163,1,1,55,204,1
46,174,200,1,1,199,231,5
26,115,167,1,1,113,393,2
16,147,202,1,1,128,390,3
59,194,196,1,1,175,246,4
65,194,200,1,1,195,515,1
29,235,174,1,1,136,327,1
65,196,189,1,1,84,436,1
49,246,187,1,1,94,282,1
47,185,162,1,1,200,219,4
24,55,172,1,1,126,534,2
42,52,157,1,1,159,600,1
61,211,181,1,1,158,350,4
42,105,164,1,1,135,406,3
46,50,172,1,1,130,544,2
15,202,208,1,1,126,523,4
31,99,197,1,1,115,528,4
52,109,172,1,1,138,576,3
22,217,154,1,1,55,449,4
57,240,165,1,1,187,345,5
26,97,174,1,1,104,249,1
48,117,155,1,1,110,521,2
67,118,194,1,1,169,233,3
20,51,179,1,1,52,581,3
24,155,155,1,1,70,301,1
28,185,184,1,1,115,540,5
60,73,150,1,1,190,506,3
43,246,210,1,1,138,266,3
34,79,170,1,1,184,552,3
63,128,178,1,1,107,383,1
15,107,155,1,1,187,549,5
31,132,207,1,1,140,331,4
48,82,159,1,1,152,576,2
52,84,150,1,1,62,317,2
32,114,187,1,1,190,415,4
27,150,167,1,1,122,599,1
17,179,167,1,1,168,561,3
57,90,200,1,1,116,421,1
22,173,183,1,1,60,239,5
20,75,182,1,1,102,217,5
15,90,173,1,1,190,584,2
17,206,151,1,1,70,560,4
18,138,150,1,1,59,354,2
31,53,180,1,1,53,551,5
61,155,159,1,1,101,350,4
67,121,155,1,1,79,323,2
54,228,205,1,1,196,269,3
29,165,160,1,1,60,454,2
65,140,198,1,1,108,505,4
30,196,177,1,1,135,266,3
23,102,174,1,1,190,299,4
62,173,153,1,1,92,481,4
25,226,154,1,1,103,281,2
60,83,186,1,1,118,317,4
37,113,165,1,1,187,206,2
28,170,183,1,1,172,482,4
15,61,153,1,1,149,406,1
34,236,204,1,1,72,432,2
65,199,183,1,1,106,388,1
29,205,205,1,1,171,598,2
55,50,198,1,1,144,460,3
65,155,194,1,1,91,544,2
56,70,163,1,1,121,525,5
43,201,165,1,1,171,248,5
63,111,152,1,1,77,442,5
26,211,207,1,1,147,580,1
16,84,203,1,1,194,204,5
61,175,161,1,1,77,215,2
35,67,196,1,1,161,573,1
20,156,210,1,1,120,475,1
58,176,199,1,1,113,507,5
49,91,178,1,1,75,558,4
37,129,175,1,1,173,594,4
33,55,151,1,1,60,558,1
40,212,185,1,1,93,423,1
43,93,175,1,1,121,204,2
55,96,205,1,1,177,354,1
53,112,185,1,1,139,460,2
62,229,171,1,1,75,584,3
61,74,203,1,1,165,256,5
22,165,162,1,1,156,467,1
45,170,160,1,1,62,578,4
68,147,162,1,1,111,485,5
67,103,150,1,1,80,583,5
31,164,171,1,1,75,288,2
45,202,188,1,1,135,480,2
15,207,193,1,1,155,528,2
40,222,152,1,1,110,262,3
20,123,187,1,1,124,231,1
68,160,156,1,1,167,436,5
45,107,171,1,1,80,361,5
18,144,172,1,1,85,375,3
38,67,201,1,1,111,593,5
43,78,157,1,1,88,287,1
70,247,203,1,1,182,241,3
38,211,153,1,1,64,452,5
25,205,150,1,1,119,587,4
39,218,164,1,1,172,452,5
45,127,175,1,1,193,464,1
48,76,152,1,1,117,491,5
41,203,154,1,1,63,564,2
45,244,150,1,1,90,238,1
41,234,207,1,1,79,581,1
38,226,178,1,1,147,595,5
52,177,167,1,1,132,584,5
26,184,176,1,1,130,487,2
34,80,153,1,1,110,311,2
50,236,187,1,1,122,421,3
23,130,198,1,1,56,497,1
67,73,173,1,1,149,286,2
43,216,195,1,1,189,408,1
39,216,206,1,1,133,555,1
31,136,164,1,1,174,572,3
52,114,155,1,1,191,450,3
22,229,176,1,1,118,268,5
55,69,179,1,1,68,496,3
15,63,187,1,1,155,465,4
23,85,198,1,1,161,483,3
48,233,179,1,1,194,502,2
34,206,182,1,1,194,539,1
31,207,168,1,1,83,419,3
45,241,176,1,1,186,512,3
15,236,179,1,1,121,503,5
29,111,184,1,1,151,435,1
22,133,195,1,1,125,258,2
68,117,169,1,1,98,562,3
18,236,204,1,1,52,363,5
42,62,184,1,1,127,310,4
22,125,169,1,1,174,526,1
54,77,171,1,1,137,282,4
51,168,201,1,1,58,411,4
35,167,152,1,1,75,217,3
34,164,163,1,1,199,565,3
35,85,192,1,1,126,324,1
26,222,210,1,1,134,489,1
15,67,151,1,1,166,534,4
47,60,182,1,1,60,214,5
69,217,180,1,1,195,449,1
64,158,197,1,1,78,213,5
39,80,185,1,1,170,598,5
16,54,202,1,1,63,216,1
65,207,166,1,1,146,280,4
59,219,207,1,1,156,337,1
18,231,195,1,1,108,220,5
41,203,185,1,1,147,228,5
44,64,205,1,1,199,576,3
45,203,172,1,1,176,435,1
15,158,153,1,1,119,284,5
54,229,154,1,1,92,528,4
57,244,194,1,1,103,238,3
34,218,201,1,1,55,428,4
43,118,208,1,1,179,596,3
37,186,195,1,1,141,258,3
27,225,206,1,1,77,279,4
19,130,185,1,1,123,335,3
