age,poids,taille,sexe,type_regime,poids_cible,depense,mois
70,236,207,0,0,134,348,2
24,70,202,0,0,190,543,3
27,97,169,0,0,148,517,3
70,156,184,0,0,140,567,1
52,236,160,0,0,171,324,3
40,142,178,0,0,183,208,2
55,185,179,0,0,83,594,3
56,87,209,0,0,109,487,1
49,189,155,0,0,66,348,2
48,214,164,0,0,191,366,2
70,123,157,0,0,147,397,2
53,127,189,0,0,68,322,3
59,147,159,0,0,72,325,2
59,115,188,0,0,86,570,1
67,238,188,0,0,181,391,3
33,190,191,0,0,134,517,3
43,54,202,0,0,51,582,3
16,104,209,0,0,118,345,1
30,154,193,0,0,180,499,1
28,56,209,0,0,136,469,2
40,182,179,0,0,123,211,1
20,118,170,0,0,140,577,3
53,84,187,0,0,92,318,2
37,156,174,0,0,75,327,3
47,146,153,0,0,144,454,2
38,122,153,0,0,52,209,2
25,203,178,0,0,140,274,2
45,65,209,0,0,148,520,3
25,101,199,0,0,59,553,2
58,137,153,0,0,173,234,1
70,159,191,0,0,113,241,1
34,127,153,0,0,167,227,2
35,147,167,0,0,107,377,2
61,209,194,0,0,163,584,3
26,177,151,0,0,189,436,3
56,189,208,0,0,133,208,3
20,243,179,0,0,99,409,2
43,111,196,0,0,145,267,3
62,54,151,0,0,151,549,1
41,81,184,0,0,161,332,2
50,170,194,0,0,168,303,3
49,112,195,0,0,112,218,3
58,197,179,0,0,163,496,3
25,218,153,0,0,186,416,1
49,198,156,0,0,163,600,3
67,206,196,0,0,59,580,1
43,128,209,0,0,143,342,2
48,161,163,0,0,119,420,1
54,52,178,0,0,62,559,3
67,234,169,0,0,168,314,1
51,60,189,0,0,105,421,1
52,129,153,0,0,188,241,3
43,247,166,0,0,57,506,3
26,250,155,0,0,170,464,2
70,57,209,0,0,108,217,3
17,131,171,0,0,123,597,1
63,58,204,0,0,179,261,2
64,77,155,0,0,192,471,3
24,55,163,0,0,194,323,3
67,138,176,0,0,132,519,1
19,91,194,0,0,140,364,2
61,166,180,0,0,184,277,2
45,172,204,0,0,145,324,2
68,91,163,0,0,70,213,2
56,167,170,0,0,77,293,2
64,171,155,0,0,119,338,1
63,164,195,0,0,192,484,1
60,118,186,0,0,170,295,1
22,121,197,0,0,75,272,3
27,229,200,0,0,151,599,3
47,226,155,0,0,124,579,1
29,248,176,0,0,163,422,3
41,99,157,0,0,90,347,2
63,108,194,0,0,158,376,2
39,211,193,0,0,199,338,3
37,127,193,0,0,59,333,2
27,160,185,0,0,162,386,1
57,232,184,0,0,88,367,3
40,62,151,0,0,116,466,1
50,76,162,0,0,195,527,3
47,235,208,0,0,130,565,1
31,82,150,0,0,78,506,3
62,155,196,0,0,115,294,2
68,93,160,0,0,94,339,3
34,159,201,0,0,181,598,2
16,235,199,0,0,188,375,3
42,80,180,0,0,55,405,2
21,216,210,0,0,175,552,2
56,81,186,0,0,53,352,2
57,244,179,0,0,163,478,1
31,129,154,0,0,199,343,1
39,115,182,0,0,60,524,1
38,78,184,0,0,193,401,3
17,52,164,0,0,134,228,1
23,247,187,0,0,179,587,2
21,144,155,0,0,132,541,1
64,105,150,0,0,92,490,1
27,53,195,0,0,109,599,3
67,229,166,0,0,186,212,2
42,159,197,0,0,119,248,3
62,97,160,0,0,199,591,3
57,52,180,0,0,129,277,1
16,220,164,0,0,56,385,1
32,53,172,0,0,129,442,3
67,212,179,0,0,72,550,1
26,85,184,0,0,97,407,2
54,78,172,0,0,171,290,1
54,246,178,0,0,151,234,1
35,146,150,0,0,172,494,3
31,90,173,0,0,93,483,3
51,171,187,0,0,138,395,3
37,126,164,0,0,110,538,2
43,109,201,0,0,162,592,3
70,198,180,0,0,120,267,1
58,246,207,0,0,69,383,1
35,97,154,0,0,93,256,3
29,56,165,0,0,107,420,3
47,95,185,0,0,70,574,1
22,206,199,0,0,169,261,2
18,178,200,0,0,128,490,2
15,155,166,0,0,160,219,1
24,135,163,0,0,167,206,1
69,144,196,0,0,66,362,2
64,131,205,0,0,104,535,1
35,168,163,0,0,72,502,1
35,151,190,0,0,155,293,3
24,127,178,0,0,90,361,2
59,224,200,0,0,103,464,2
27,166,152,0,0,133,561,3
68,128,184,0,0,195,231,1
29,176,185,0,0,130,295,2
45,201,185,0,0,145,488,3
30,148,197,0,0,147,436,2
53,109,195,0,0,198,213,1
19,219,185,0,0,128,268,2
60,63,195,0,0,142,325,1
69,81,169,0,0,124,230,2
40,60,202,0,0,152,496,3
35,149,193,0,0,82,281,3
39,90,185,0,0,94,399,3
44,74,173,0,0,129,401,3
42,78,195,0,0,56,483,1
18,168,196,0,0,142,236,3
59,104,159,0,0,52,350,1
25,184,155,0,0,88,353,1
19,70,178,0,0,157,316,3
20,84,160,0,0,188,280,3
64,57,180,0,0,175,414,2
15,202,205,0,0,130,455,3
18,54,210,0,0,69,270,3
26,220,196,0,0,97,392,2
15,228,162,0,0,92,266,1
41,143,208,0,0,182,407,3
35,142,194,0,0,131,424,3
36,246,184,0,0,82,380,1
24,235,151,0,0,149,283,1
26,87,162,0,0,137,282,2
45,176,152,0,0,96,492,2
22,80,158,0,0,117,581,3
25,72,182,0,0,176,513,2
16,174,174,0,0,101,365,3
70,76,191,0,0,100,266,2
58,219,186,0,0,60,279,3
49,118,151,0,0,192,369,2
61,102,160,0,0,109,448,2
61,146,210,0,0,186,425,2
36,222,204,0,0,66,274,1
22,92,196,0,0,96,377,3
42,236,207,0,0,100,443,1
35,180,169,0,0,108,566,2
42,209,206,0,0,165,240,2
23,61,171,0,0,191,321,1
37,127,164,0,0,159,322,1
64,189,209,0,0,118,595,2
61,250,203,0,0,135,378,1
40,95,208,0,0,194,355,1
52,243,194,0,0,163,541,2
42,153,172,0,0,73,317,3
55,219,201,0,0,173,397,2
47,103,161,0,0,53,582,2
35,68,155,0,0,114,206,2
32,118,197,0,0,77,477,1
59,178,200,0,0,51,327,3
31,187,186,0,0,100,587,2
57,132,151,0,0,63,552,2
41,116,173,0,0,170,495,3
27,89,189,0,0,128,564,2
43,98,207,0,0,122,490,3
56,94,185,0,0,145,274,3
41,250,180,0,0,166,329,2
21,134,176,0,0,129,552,2
52,205,196,0,0,195,454,3
56,143,186,0,0,108,408,1
27,233,200,0,0,71,366,1
24,123,168,0,0,185,257,1
50,138,190,0,0,173,237,3
51,136,183,0,0,54,363,2
65,218,181,0,0,143,340,3
70,228,189,0,0,113,309,2
22,208,175,0,0,102,228,2
68,156,163,0,0,125,461,1
42,229,174,0,0,72,325,2
36,159,183,0,0,65,472,2
31,211,173,0,0,155,523,3
42,65,182,0,0,141,286,2
69,166,164,0,0,62,217,3
63,197,159,0,0,198,345,3
58,93,194,0,0,107,509,3
70,234,183,0,0,90,537,1
59,121,195,0,0,51,325,1
34,51,187,0,0,169,564,2
27,162,199,0,0,69,218,3
61,228,184,0,0,80,598,2
51,65,151,0,0,110,570,3
59,116,197,0,0,129,435,1
15,82,153,0,0,95,282,2
56,196,191,0,0,59,434,2
45,161,171,0,0,72,213,3
21,206,180,0,0,169,253,1
37,147,156,0,0,128,244,1
51,59,153,0,0,52,387,1
50,80,173,0,0,188,375,1
32,246,151,0,0,199,443,1
61,96,154,0,0,135,303,2
58,203,194,0,0,97,249,1
51,163,194,0,0,145,494,3
33,235,188,0,0,120,517,2
43,54,178,0,0,59,572,3
37,90,181,0,0,195,381,3
23,159,195,0,0,188,592,2
61,177,202,0,0,142,590,2
34,60,157,0,0,119,317,3
37,104,163,0,0,127,315,2
59,134,158,0,0,133,214,1
59,73,194,0,0,52,544,2
18,138,182,0,0,175,565,2
25,183,202,0,0,164,401,3
66,208,176,0,0,121,562,3
41,196,206,0,0,122,506,2
59,156,171,0,0,117,230,3
30,185,189,0,0,100,219,1
19,145,161,0,0,182,237,1
28,175,198,0,0,157,449,1
27,159,174,0,0,87,543,2
46,191,189,0,0,172,272,2
54,57,175,0,0,169,553,3
57,119,164,0,0,163,308,2
43,108,203,0,0,163,236,2
17,65,180,0,0,78,328,2
67,109,154,0,0,120,455,3
60,179,154,0,0,199,524,1
24,147,199,0,0,128,447,3
35,196,199,0,0,155,488,3
15,146,173,0,0,85,569,3
28,133,207,0,0,66,571,2
60,85,163,0,0,112,405,1
16,108,193,0,0,110,459,3
49,187,162,0,0,67,231,2
57,249,173,0,0,183,401,1
44,114,189,0,0,100,234,1
52,215,154,0,0,196,344,3
21,190,184,0,0,101,300,3
23,218,181,0,0,89,378,3
34,190,158,0,0,157,416,2
52,184,169,0,0,168,257,2
37,215,195,0,0,142,530,2
70,91,206,0,0,54,523,2
49,72,174,0,0,200,215,3
31,104,171,0,0,65,491,1
70,101,194,0,0,106,334,1
52,117,180,0,0,86,230,1
23,221,191,0,0,188,349,2
58,180,195,0,0,60,225,3
24,229,183,0,0,182,489,3
32,130,161,0,0,170,566,1
16,145,190,0,0,174,239,1
20,127,197,0,0,103,215,3
56,188,171,0,0,142,430,1
37,227,208,0,0,76,552,1
28,102,188,0,0,83,275,2
55,234,210,0,0,174,593,1
57,211,180,0,0,94,224,1
34,81,196,0,0,75,202,3
32,100,179,0,0,151,260,3
15,171,170,0,0,152,253,1
17,99,189,0,0,53,440,3
23,76,176,0,0,81,541,1
66,78,206,0,0,150,251,3
36,135,158,0,0,97,317,3
51,193,156,0,0,68,310,3
58,208,194,0,0,60,512,3
63,94,200,0,0,197,553,2
37,198,205,0,0,65,483,2
65,79,193,0,0,51,417,2
67,204,189,0,0,150,236,3
70,211,156,0,0,59,215,1
34,184,160,0,0,76,262,2
45,55,187,0,0,191,572,1
23,133,180,0,0,65,571,1
20,144,192,0,0,59,368,1
43,97,165,0,0,125,351,2
58,198,181,0,0,138,392,3
55,178,187,0,0,117,455,1
44,174,170,0,0,105,546,2
20,203,165,0,0,56,341,2
31,149,159,0,0,106,262,2
26,179,182,0,0,57,415,1
15,100,200,0,0,81,490,1
70,63,163,0,0,58,520,2
15,215,176,0,0,175,325,2
62,158,183,0,0,99,378,3
25,228,209,0,0,178,537,3
59,144,169,0,0,185,470,1
18,77,199,0,0,92,208,2
15,142,152,0,0,139,421,2
52,136,174,0,0,128,350,3
26,226,161,0,0,123,547,2
23,225,171,0,0,134,595,3
50,123,193,0,0,131,471,3
52,62,179,0,0,107,487,1
67,201,167,0,0,106,342,1
46,155,199,0,0,102,532,2
64,169,174,0,0,58,286,2
33,172,182,0,0,77,599,2
16,136,203,0,0,55,308,2
60,249,203,0,0,96,415,3
63,199,162,0,0,73,201,3
41,169,201,0,0,158,557,3
24,204,200,0,0,149,505,3
54,222,153,0,0,129,214,2
27,63,174,0,0,92,247,3
36,85,205,0,0,99,479,2
24,61,190,0,0,68,307,2
30,73,170,0,0,134,422,3
50,248,156,0,0,112,342,3
24,119,198,0,0,190,495,1
26,159,173,0,0,200,407,3
65,116,182,0,0,95,252,1
50,91,166,0,0,89,516,3
50,92,155,0,0,142,247,2
19,128,201,0,0,82,596,3
68,103,171,0,0,178,494,3
28,174,150,0,0,60,452,2
28,207,176,0,0,146,223,3
30,207,180,0,0,66,288,3
31,80,174,0,0,105,266,1
46,206,181,0,0,113,453,2
58,78,153,0,0,152,233,2
40,164,171,0,0,69,371,1
20,177,209,0,0,139,497,3
68,50,182,0,0,75,296,2
70,186,160,0,0,58,372,3
28,233,153,0,0,148,463,1
21,84,171,0,0,188,576,2
55,219,171,0,0,56,287,2
31,126,188,0,0,81,584,2
16,131,156,0,0,153,426,2
38,113,198,0,0,151,464,2
34,145,165,0,0,65,525,3
34,174,158,0,0,196,517,2
50,230,183,0,0,140,337,2
61,67,205,0,0,140,559,3
25,118,179,0,0,167,297,3
68,86,193,0,0,199,241,3
64,222,169,0,0,92,274,2
34,74,157,0,0,135,342,1
39,189,169,0,0,168,524,1
69,199,153,0,0,68,490,2
45,54,184,0,0,167,205,1
65,123,203,0,0,117,590,2
68,217,204,0,0,122,251,3
31,83,187,0,0,116,349,3
58,162,198,0,0,174,423,3
18,117,159,0,0,139,247,2
37,78,168,0,0,82,251,1
56,121,170,0,0,194,445,3
15,236,189,0,0,171,229,1
26,81,180,0,0,57,544,3
70,138,202,0,0,78,340,1
57,62,177,0,0,98,432,3
24,150,155,0,0,76,277,3
24,196,191,0,0,196,600,3
32,132,203,0,0,185,411,2
48,160,151,0,0,188,461,3
18,84,170,0,0,173,391,3
37,70,206,0,0,85,573,2
54,190,173,0,0,154,372,1
57,172,200,0,0,162,298,1
56,240,157,0,0,138,529,2
53,123,169,0,0,110,213,2
24,225,160,0,0,117,254,1
61,74,170,0,0,129,412,2
44,130,156,0,0,147,483,2
39,68,205,0,0,144,323,3
18,121,156,0,0,125,225,2
39,226,191,0,0,77,376,2
46,72,157,0,0,130,450,1
19,250,196,0,0,111,219,1
51,205,183,0,0,71,224,2
56,170,169,0,0,165,279,1
32,75,199,0,0,141,426,1
43,205,188,0,0,119,370,1
65,233,209,0,0,77,598,3
68,243,207,0,0,106,531,1
20,186,189,0,0,182,247,1
38,94,207,0,0,144,535,3
52,143,160,0,0,140,251,3
17,113,192,0,0,99,476,1
40,186,184,0,0,135,447,3
15,208,199,0,0,152,405,3
29,204,181,0,0,115,406,2
38,75,201,0,0,72,212,2
60,54,210,0,0,74,375,1
45,172,151,0,0,140,337,3
26,80,196,0,0,118,448,1
23,103,192,0,0,109,362,2
60,82,176,0,0,156,587,1
62,153,153,0,0,65,529,2
38,117,188,0,0,135,285,1
59,130,168,0,0,113,477,1
65,155,193,0,0,160,229,2
48,59,208,0,0,191,354,3
55,232,160,0,0,91,520,3
42,155,171,0,0,138,325,1
15,56,171,0,0,182,267,2
27,91,205,0,0,185,482,1
49,221,203,0,0,105,212,2
38,123,193,0,0,92,485,3
26,103,152,0,0,164,590,2
42,147,190,0,0,111,318,1
45,186,155,0,0,133,448,1
30,192,170,0,0,117,206,1
15,227,209,0,0,152,336,3
70,84,189,0,0,196,483,2
45,209,152,0,0,148,204,1
31,97,208,0,0,200,516,3
52,145,168,0,0,186,326,2
23,219,174,0,0,171,483,3
41,182,184,0,0,164,496,1
37,249,205,0,0,111,261,3
56,183,204,0,0,101,207,3
53,218,159,0,0,95,217,3
21,159,150,0,0,99,415,1
47,138,205,0,0,80,418,2
42,123,156,0,0,52,380,1
30,198,168,0,0,186,433,1
69,94,155,0,0,63,288,1
46,136,195,0,0,88,451,1
35,84,174,0,0,188,553,3
52,110,207,0,0,171,267,2
32,216,167,0,0,89,303,2
43,216,163,0,0,178,443,3
28,107,193,0,0,170,460,1
16,134,187,0,0,164,247,1
41,104,199,0,0,148,548,3
26,107,204,0,0,162,580,1
28,54,151,0,0,176,433,1
53,159,175,0,0,53,204,2
20,223,182,0,0,89,560,2
54,237,202,0,0,189,451,3
67,85,150,0,0,122,543,2
50,155,198,0,0,76,330,2
19,243,201,0,0,183,381,1
36,125,207,0,0,75,500,3
63,192,151,0,0,90,580,3
69,196,166,0,0,142,498,2
43,113,208,0,0,179,379,1
46,205,194,0,0,97,387,2
22,246,182,0,0,78,499,3
33,90,184,0,0,98,475,1
29,137,194,0,0,57,483,1
17,218,181,0,0,177,593,2
31,64,194,0,0,73,513,2
43,58,198,0,0,158,209,2
52,54,184,0,0,53,430,1
38,158,202,0,0,165,524,3
32,170,210,0,0,104,571,2
65,129,196,0,0,94,524,1
47,204,190,0,0,129,277,1
61,57,206,0,0,145,250,1
37,241,152,0,0,179,596,1
69,91,199,0,0,173,400,2
49,218,198,0,0,142,548,3
45,233,173,0,0,79,222,3
49,104,201,0,0,150,425,3
44,111,158,0,0,114,335,1
50,244,170,0,0,129,497,1
35,189,164,0,0,108,595,3
38,108,154,0,0,150,593,3
68,226,158,0,0,143,243,2
34,228,189,0,0,64,284,3
51,140,160,0,0,55,344,1
70,165,168,0,0,173,432,2
42,74,161,0,0,51,518,2
41,152,179,0,0,63,276,3
26,241,188,0,0,83,549,3
18,71,181,0,0,90,485,1
24,53,197,0,0,191,217,1
24,233,199,0,0,117,418,3
30,99,179,0,0,176,546,3
33,61,167,0,0,173,348,3
63,84,170,0,0,79,243,3
24,91,185,0,0,99,388,1
34,168,201,0,0,199,223,1
41,148,170,0,0,83,412,2
65,64,205,0,0,119,378,3
47,108,153,0,0,71,482,3
26,221,175,0,0,110,323,1
27,237,151,0,0,53,261,2
69,243,175,0,0,58,566,3
36,136,181,0,0,176,489,1
45,83,208,0,0,161,231,2
52,123,205,0,0,152,451,1
48,204,203,0,0,189,247,1
55,243,190,0,0,129,343,1
43,58,192,0,0,145,268,2
56,229,158,0,0,171,308,3
49,117,160,0,0,178,374,1
60,164,198,0,0,120,417,2
22,237,167,0,0,184,311,1
36,70,187,0,0,149,478,1
56,237,202,0,0,99,364,3
43,171,153,0,0,179,241,2
32,171,167,0,0,165,209,2
40,197,188,0,0,53,485,2
26,137,174,0,0,199,380,2
24,66,173,0,0,144,495,2
22,237,206,0,0,78,202,1
50,197,201,0,0,127,457,2
68,106,190,0,0,106,223,3
17,233,188,0,0,141,453,1
39,139,188,0,0,114,532,1
68,118,206,0,0,139,250,2
62,162,209,0,0,159,304,3
33,85,193,0,0,170,504,1
44,51,150,0,0,155,350,2
52,85,183,0,0,64,489,3
52,152,167,0,0,51,416,1
39,111,202,0,0,86,278,1
26,104,209,0,0,178,503,2
30,167,182,0,0,66,256,3
50,109,208,0,0,144,393,2
18,243,174,0,0,158,424,3
20,85,188,0,0,57,373,3
51,237,210,0,0,171,586,1
44,82,181,0,0,167,286,3
59,204,163,0,0,194,600,1
30,124,173,0,0,138,211,1
65,68,151,0,0,127,461,3
66,131,189,0,0,186,325,2
18,95,160,0,0,187,263,3
49,97,181,0,0,151,216,3
15,197,189,0,0,62,387,1
54,225,157,0,0,51,465,3
58,103,203,0,0,137,224,1
15,240,196,0,0,87,338,1
40,161,207,0,0,153,336,3
69,72,196,0,0,102,334,1
58,51,157,0,0,143,308,1
34,92,154,0,0,169,315,2
23,57,197,0,0,128,460,2
47,63,189,0,0,129,561,2
50,79,162,0,0,170,201,3
53,250,178,0,0,123,314,1
32,127,174,0,0,74,289,1
40,67,210,0,0,62,374,2
59,219,183,0,0,107,376,3
32,114,153,0,0,163,476,3
57,105,186,0,0,148,594,1
65,52,163,0,0,120,464,1
43,97,181,0,0,142,487,3
53,136,151,0,0,179,238,2
24,108,162,0,0,197,358,3
48,180,196,0,0,75,543,3
65,244,203,0,0,52,572,2
70,136,169,0,0,94,263,1
33,115,163,0,0,89,265,1
39,245,159,0,0,165,430,3
37,173,165,0,0,118,487,1
42,63,189,0,0,183,230,2
34,199,184,0,0,75,563,2
66,82,210,0,0,137,256,1
18,56,200,0,0,100,507,1
69,225,154,0,0,140,515,1
22,88,197,0,0,179,474,1
18,160,161,0,0,191,215,3
49,196,179,0,0,127,491,1
57,193,202,0,0,90,464,2
49,186,200,0,0,169,365,1
26,229,158,0,0,168,524,2
16,166,209,0,0,171,385,1
18,202,187,0,0,95,534,1
37,145,166,0,0,175,376,1
60,52,163,0,0,118,222,3
35,77,190,0,0,125,555,2
27,224,178,0,0,96,240,3
42,106,173,0,0,52,391,3
25,196,152,0,0,108,348,2
17,92,201,0,0,78,527,1
53,173,205,0,0,96,600,1
26,201,184,0,0,184,445,2
34,52,192,0,0,188,283,2
44,95,152,0,0,77,377,1
70,246,169,0,0,159,287,2
27,238,186,0,0,179,263,3
15,91,178,0,0,116,504,3
19,196,185,0,0,174,387,3
26,114,202,0,0,190,369,2
35,197,170,0,0,169,373,3
50,240,160,0,0,156,568,2
17,90,195,0,0,150,255,2
39,177,172,0,0,114,422,2
22,209,165,0,0,101,507,3
44,162,172,0,0,98,309,2
40,149,155,0,0,121,228,2
50,100,163,0,0,186,520,2
45,137,186,0,0,81,278,3
45,208,188,0,0,68,556,2
17,229,159,0,0,115,354,1
21,87,168,0,0,198,571,3
