age,poids,taille,sexe,type_regime,poids_cible,depense,mois
54,141,180,0,1,101,501,3
58,70,167,0,1,189,449,4
24,175,205,0,1,85,412,1
69,174,203,0,1,88,517,3
46,118,176,0,1,123,238,1
16,67,175,0,1,187,271,1
43,97,206,0,1,186,541,4
59,116,200,0,1,159,262,4
36,132,184,0,1,131,363,2
43,161,190,0,1,121,218,2
59,218,160,0,1,88,564,3
33,239,180,0,1,173,285,2
23,178,154,0,1,193,528,3
22,73,209,0,1,55,361,2
66,123,156,0,1,171,387,5
48,238,189,0,1,99,507,2
18,128,195,0,1,177,462,2
46,144,194,0,1,88,413,4
67,76,207,0,1,69,403,5
21,219,152,0,1,193,232,1
20,60,168,0,1,154,599,2
20,205,167,0,1,64,596,3
43,101,209,0,1,132,296,4
69,144,153,0,1,64,499,3
33,89,165,0,1,56,411,2
51,114,179,0,1,93,374,3
26,51,180,0,1,191,474,1
40,178,170,0,1,57,224,2
33,243,193,0,1,81,530,1
55,148,190,0,1,70,295,1
58,184,193,0,1,65,542,4
68,220,154,0,1,169,467,5
45,154,172,0,1,173,557,2
62,65,177,0,1,147,594,3
44,53,169,0,1,146,296,1
28,145,175,0,1,186,229,5
50,124,152,0,1,178,468,1
53,116,176,0,1,72,227,4
33,84,203,0,1,72,492,5
16,185,174,0,1,164,236,5
65,234,180,0,1,186,306,2
48,73,184,0,1,80,336,3
66,133,156,0,1,147,419,1
54,120,170,0,1,89,559,3
46,164,156,0,1,119,428,2
43,103,163,0,1,73,424,2
60,198,159,0,1,185,207,5
50,234,206,0,1,93,236,3
25,131,181,0,1,176,263,5
68,154,168,0,1,181,284,2
45,235,188,0,1,110,411,5
56,173,162,0,1,172,374,3
42,53,160,0,1,162,502,3
17,67,197,0,1,121,449,1
35,112,175,0,1,91,415,5
70,178,203,0,1,143,586,5
34,168,195,0,1,156,406,3
53,71,177,0,1,155,238,1
57,139,177,0,1,159,432,4
63,99,173,0,1,130,503,4
19,171,161,0,1,81,285,3
26,143,151,0,1,56,256,1
51,99,181,0,1,85,425,2
45,67,150,0,1,102,447,1
53,195,197,0,1,52,398,4
65,234,178,0,1,158,442,3
67,117,174,0,1,100,581,4
24,119,201,0,1,62,405,1
49,188,170,0,1,181,545,2
67,103,185,0,1,139,545,1
57,172,204,0,1,148,206,3
51,149,157,0,1,155,500,2
16,213,192,0,1,106,342,1
25,160,172,0,1,133,326,3
56,91,202,0,1,197,583,2
20,221,176,0,1,177,583,1
39,74,183,0,1,197,374,4
68,114,154,0,1,200,455,3
19,170,172,0,1,158,262,5
25,222,195,0,1,180,219,1
51,54,179,0,1,71,554,4
23,95,203,0,1,70,284,2
56,82,155,0,1,130,470,5
46,246,200,0,1,66,241,5
48,195,170,0,1,121,287,3
29,247,188,0,1,112,379,4
55,240,191,0,1,110,357,4
30,63,162,0,1,70,527,2
50,119,182,0,1,67,440,2
54,110,202,0,1,168,289,4
52,141,193,0,1,95,344,4
66,169,191,0,1,198,506,3
15,86,153,0,1,162,513,3
26,217,157,0,1,104,265,3
45,150,152,0,1,76,509,3
68,134,173,0,1,57,343,5
47,162,183,0,1,107,259,5
61,162,185,0,1,164,597,3
27,84,203,0,1,68,230,5
23,221,184,0,1,133,423,5
17,135,156,0,1,78,367,4
40,137,193,0,1,181,539,1
40,127,205,0,1,65,370,5
32,225,193,0,1,166,369,1
59,109,167,0,1,57,573,4
20,131,154,0,1,175,450,1
28,66,172,0,1,148,501,4
36,145,178,0,1,186,484,3
42,116,174,0,1,154,324,5
15,193,193,0,1,101,447,2
38,236,184,0,1,174,543,4
63,218,189,0,1,118,425,1
69,73,159,0,1,118,340,5
54,222,170,0,1,91,282,2
17,102,159,0,1,121,384,1
32,240,174,0,1,61,402,3
26,109,164,0,1,182,571,2
53,93,159,0,1,155,572,5
36,209,203,0,1,110,442,1
16,122,193,0,1,184,352,1
24,67,178,0,1,134,497,3
16,57,151,0,1,90,504,2
25,135,197,0,1,115,217,1
38,168,190,0,1,181,293,5
38,211,150,0,1,70,572,3
34,69,203,0,1,157,200,5
51,58,185,0,1,67,240,5
22,75,158,0,1,55,486,3
64,57,185,0,1,143,400,3
67,243,159,0,1,62,224,2
16,89,200,0,1,159,230,2
38,86,172,0,1,130,513,1
56,53,170,0,1,105,507,5
63,218,174,0,1,165,481,1
41,158,166,0,1,110,229,4
21,60,165,0,1,200,599,2
45,102,182,0,1,169,291,3
38,154,199,0,1,200,268,4
63,64,160,0,1,99,321,3
38,66,198,0,1,136,422,3
35,102,195,0,1,66,508,2
41,92,198,0,1,55,442,5
55,107,187,0,1,62,393,1
56,206,165,0,1,198,218,5
47,152,165,0,1,72,362,3
52,183,190,0,1,97,325,5
27,124,202,0,1,175,387,5
59,161,161,0,1,90,519,2
38,140,176,0,1,196,350,1
49,164,164,0,1,194,231,3
26,226,166,0,1,126,500,3
48,114,185,0,1,119,266,2
42,126,171,0,1,60,241,2
44,130,178,0,1,114,431,2
34,142,153,0,1,55,551,4
48,188,208,0,1,73,579,1
60,78,189,0,1,81,208,4
54,220,199,0,1,149,403,2
70,203,198,0,1,143,283,3
25,70,181,0,1,157,202,1
26,138,196,0,1,74,429,3
23,91,196,0,1,124,234,5
36,229,180,0,1,62,408,1
33,111,166,0,1,126,375,5
32,124,193,0,1,117,336,4
16,165,201,0,1,167,427,2
18,105,189,0,1,95,496,2
34,118,196,0,1,127,248,3
56,97,180,0,1,78,352,3
67,142,177,0,1,186,523,4
46,194,191,0,1,110,381,2
58,193,197,0,1,177,429,2
49,137,195,0,1,111,265,2
67,222,158,0,1,75,268,2
61,188,199,0,1,125,421,4
66,178,164,0,1,59,483,5
26,103,166,0,1,79,597,5
58,89,165,0,1,92,491,5
53,120,209,0,1,68,384,3
49,243,164,0,1,98,249,2
36,241,178,0,1,193,441,3
31,192,184,0,1,162,221,3
49,134,172,0,1,81,496,3
57,164,183,0,1,197,389,5
29,131,179,0,1,63,525,3
64,73,195,0,1,73,436,4
29,205,209,0,1,62,384,3
61,144,205,0,1,54,403,5
28,158,201,0,1,71,210,1
64,129,175,0,1,51,512,4
24,122,157,0,1,120,565,5
56,242,153,0,1,197,345,2
52,183,173,0,1,200,366,3
42,115,163,0,1,99,596,4
52,190,180,0,1,95,498,1
67,88,202,0,1,185,223,1
55,96,201,0,1,186,229,4
57,193,203,0,1,190,476,5
16,126,167,0,1,123,460,1
41,242,169,0,1,105,459,1
29,207,209,0,1,157,337,5
48,91,194,0,1,150,287,5
29,103,170,0,1,136,329,5
65,106,177,0,1,119,325,1
35,119,150,0,1,57,265,3
63,100,185,0,1,72,320,5
45,247,154,0,1,118,484,1
33,159,160,0,1,53,271,2
51,199,154,0,1,194,227,5
51,135,174,0,1,173,242,3
26,116,167,0,1,154,428,1
33,80,209,0,1,136,588,1
61,65,165,0,1,106,491,3
66,185,189,0,1,93,532,4
29,84,183,0,1,195,361,2
54,234,207,0,1,178,245,2
51,95,176,0,1,148,407,5
64,61,172,0,1,111,317,5
65,75,162,0,1,165,230,4
42,67,165,0,1,58,370,3
49,155,202,0,1,105,232,5
62,244,166,0,1,85,312,1
40,89,160,0,1,153,344,3
38,190,207,0,1,137,409,2
36,101,205,0,1,113,416,2
31,71,210,0,1,165,489,3
49,204,174,0,1,119,274,2
42,197,187,0,1,128,387,5
58,243,187,0,1,195,231,3
30,52,182,0,1,80,315,4
44,62,203,0,1,61,296,1
26,91,162,0,1,171,394,1
70,175,190,0,1,152,351,1
58,201,170,0,1,91,474,2
60,164,181,0,1,160,200,3
33,65,206,0,1,82,423,2
29,221,188,0,1,129,264,4
62,165,156,0,1,119,253,2
59,122,161,0,1,164,518,1
46,192,161,0,1,102,291,3
55,200,157,0,1,77,523,4
30,81,157,0,1,176,227,2
29,229,207,0,1,60,289,1
66,119,173,0,1,140,355,1
56,133,184,0,1,93,435,5
22,148,162,0,1,153,316,4
46,127,172,0,1,95,371,5
60,176,175,0,1,114,525,3
38,188,187,0,1,194,554,2
42,73,165,0,1,170,266,2
22,127,168,0,1,93,443,4
41,192,197,0,1,52,496,2
54,64,172,0,1,104,366,5
23,114,159,0,1,171,526,1
53,232,173,0,1,52,486,3
36,63,161,0,1,105,565,5
34,63,165,0,1,67,317,1
54,143,196,0,1,173,360,4
21,172,206,0,1,186,395,4
70,52,178,0,1,159,533,4
38,222,184,0,1,146,354,2
20,131,183,0,1,125,270,4
18,123,160,0,1,98,521,5
47,84,188,0,1,123,212,2
52,150,195,0,1,64,341,5
56,185,174,0,1,145,342,1
36,150,210,0,1,90,578,3
30,109,153,0,1,173,424,3
22,65,182,0,1,136,352,3
61,112,165,0,1,76,302,4
44,61,162,0,1,160,221,5
38,231,183,0,1,52,583,5
24,200,165,0,1,125,545,4
61,238,197,0,1,55,341,2
64,244,165,0,1,153,454,2
41,81,155,0,1,66,419,5
21,55,180,0,1,56,314,2
32,236,165,0,1,125,418,3
51,158,167,0,1,59,530,3
55,168,194,0,1,112,564,3
51,103,206,0,1,61,200,2
50,239,171,0,1,53,360,2
69,136,172,0,1,193,382,3
69,58,194,0,1,174,389,2
42,80,183,0,1,88,557,2
35,159,191,0,1,98,587,2
21,171,187,0,1,189,438,3
25,106,168,0,1,62,477,1
41,102,190,0,1,152,439,3
44,160,183,0,1,120,581,1
19,160,199,0,1,129,311,3
56,228,171,0,1,172,222,4
59,69,193,0,1,64,377,4
40,157,183,0,1,132,353,4
47,98,192,0,1,62,522,3
44,182,185,0,1,148,344,1
33,245,180,0,1,51,538,1
70,76,150,0,1,171,429,2
36,190,183,0,1,62,523,4
42,187,164,0,1,96,509,2
48,243,209,0,1,122,402,1
50,237,158,0,1,164,456,4
50,179,181,0,1,191,466,3
39,141,191,0,1,103,547,2
31,50,208,0,1,64,416,5
39,102,188,0,1,74,432,3
57,181,191,0,1,182,217,5
40,184,184,0,1,158,303,1
49,240,209,0,1,89,316,5
69,100,181,0,1,102,487,4
53,125,181,0,1,123,598,5
58,235,175,0,1,171,212,5
65,56,154,0,1,190,425,2
62,136,196,0,1,169,414,4
49,239,199,0,1,126,340,5
70,119,190,0,1,143,530,4
30,145,168,0,1,174,278,5
69,66,194,0,1,192,549,5
41,113,174,0,1,169,323,3
26,108,199,0,1,84,555,3
27,85,203,0,1,71,452,1
28,202,206,0,1,194,414,5
33,52,165,0,1,191,369,1
28,206,150,0,1,77,485,5
37,140,206,0,1,157,456,1
50,57,159,0,1,182,568,1
28,182,151,0,1,113,459,2
67,83,186,0,1,144,239,2
48,69,201,0,1,80,245,4
67,71,189,0,1,184,590,2
24,120,203,0,1,69,291,1
20,135,166,0,1,145,288,3
57,76,202,0,1,74,453,5
43,113,168,0,1,189,334,2
30,217,189,0,1,111,360,1
23,167,177,0,1,153,479,2
53,171,187,0,1,194,204,3
43,230,208,0,1,161,267,3
18,103,201,0,1,163,595,1
53,56,162,0,1,75,597,2
29,95,203,0,1,86,565,1
38,149,153,0,1,96,369,1
69,210,197,0,1,118,481,2
32,94,205,0,1,102,288,3
59,236,184,0,1,130,594,4
48,128,208,0,1,182,470,1
46,123,162,0,1,57,234,4
65,183,204,0,1,148,290,1
58,215,198,0,1,142,259,3
62,173,181,0,1,168,349,3
43,81,210,0,1,107,323,1
40,169,169,0,1,84,200,3
19,128,186,0,1,54,208,4
33,104,203,0,1,67,558,1
68,117,191,0,1,194,444,4
29,202,209,0,1,52,234,5
40,74,190,0,1,89,380,3
55,225,170,0,1,97,517,4
35,115,175,0,1,73,371,3
35,151,208,0,1,193,553,2
52,233,198,0,1,96,231,1
66,185,175,0,1,159,276,5
25,77,171,0,1,84,523,2
22,175,160,0,1,63,311,2
36,63,170,0,1,139,239,1
64,64,177,0,1,153,208,4
65,51,158,0,1,89,574,5
55,68,166,0,1,184,567,5
39,112,180,0,1,192,215,2
70,112,167,0,1,68,363,5
40,235,155,0,1,196,303,3
60,159,178,0,1,104,369,2
69,98,188,0,1,191,381,1
43,243,189,0,1,133,516,4
47,173,180,0,1,116,325,5
63,102,188,0,1,129,555,5
53,115,173,0,1,85,210,5
27,143,175,0,1,145,243,2
49,132,159,0,1,97,485,3
44,138,180,0,1,64,449,4
20,114,191,0,1,88,519,5
33,131,208,0,1,135,268,2
31,135,180,0,1,78,306,4
55,125,162,0,1,190,500,4
40,109,168,0,1,114,475,1
21,93,183,0,1,108,306,4
25,168,209,0,1,108,538,2
50,132,160,0,1,185,219,4
24,239,152,0,1,103,366,5
62,104,185,0,1,191,437,4
42,229,174,0,1,193,512,3
38,128,182,0,1,84,294,2
49,134,166,0,1,172,496,5
40,199,186,0,1,165,213,2
40,143,162,0,1,146,559,1
37,223,154,0,1,74,534,5
41,154,209,0,1,173,284,3
60,221,175,0,1,104,472,3
32,80,199,0,1,91,574,5
27,148,167,0,1,129,486,4
45,178,193,0,1,51,527,1
57,87,203,0,1,95,467,4
29,142,195,0,1,161,435,3
64,99,161,0,1,115,574,1
64,50,210,0,1,136,512,5
47,159,169,0,1,190,303,2
26,213,193,0,1,172,526,2
50,77,209,0,1,158,540,4
55,188,174,0,1,91,577,1
70,93,157,0,1,176,502,5
26,69,175,0,1,181,400,3
24,184,193,0,1,127,363,5
33,217,204,0,1,125,581,2
67,247,156,0,1,61,361,2
58,234,152,0,1,116,411,2
42,207,192,0,1,200,320,4
26,80,169,0,1,120,383,2
42,163,156,0,1,72,307,5
20,105,174,0,1,70,239,1
46,180,174,0,1,151,429,2
59,190,184,0,1,171,340,2
16,103,205,0,1,196,568,1
17,137,175,0,1,142,472,4
20,86,179,0,1,154,251,3
17,214,174,0,1,158,386,2
41,243,181,0,1,86,521,4
43,117,162,0,1,105,559,5
33,217,164,0,1,70,400,5
26,139,174,0,1,147,368,5
16,133,201,0,1,75,225,2
37,97,193,0,1,101,279,1
15,199,207,0,1,72,348,1
59,169,155,0,1,166,202,5
64,75,200,0,1,179,272,1
31,144,166,0,1,189,286,4
54,211,200,0,1,155,405,4
25,233,177,0,1,175,447,3
63,228,162,0,1,74,471,5
17,126,190,0,1,178,307,2
48,184,175,0,1,95,249,2
52,171,170,0,1,156,564,1
17,92,181,0,1,116,352,4
34,87,188,0,1,67,332,3
52,110,172,0,1,71,544,5
57,130,162,0,1,91,481,1
50,165,188,0,1,167,291,4
49,138,166,0,1,129,394,2
29,244,164,0,1,178,217,5
57,100,179,0,1,144,456,3
23,178,177,0,1,152,585,2
36,161,159,0,1,107,472,4
51,158,182,0,1,171,260,5
43,66,186,0,1,90,468,4
50,129,180,0,1,115,222,4
45,114,168,0,1,158,231,4
25,84,177,0,1,104,527,2
68,213,208,0,1,176,367,2
16,135,155,0,1,168,479,1
54,83,150,0,1,102,444,5
25,150,205,0,1,83,302,4
55,59,200,0,1,55,335,5
42,93,195,0,1,87,500,4
36,75,180,0,1,98,584,5
42,164,180,0,1,142,564,4
58,187,191,0,1,175,265,2
15,132,164,0,1,184,517,4
63,137,193,0,1,139,235,2
15,211,153,0,1,130,416,3
18,86,181,0,1,159,239,5
33,241,163,0,1,198,500,2
59,157,201,0,1,78,497,4
54,86,172,0,1,161,257,1
60,204,191,0,1,59,599,4
57,53,169,0,1,95,428,3
37,66,208,0,1,170,376,5
48,210,159,0,1,178,301,3
39,120,208,0,1,149,301,5
25,132,159,0,1,96,584,4
58,203,197,0,1,81,536,5
34,249,151,0,1,146,213,1
42,91,204,0,1,164,268,5
40,250,184,0,1,99,508,4
69,149,176,0,1,145,338,2
64,240,210,0,1,68,539,5
39,205,194,0,1,153,537,5
68,152,204,0,1,124,480,3
32,206,193,0,1,109,493,2
70,95,202,0,1,72,549,2
28,145,152,0,1,141,369,3
27,76,154,0,1,57,534,4
40,145,151,0,1,111,477,4
40,201,189,0,1,89,524,2
24,245,155,0,1,111,595,4
19,157,180,0,1,174,344,3
55,205,181,0,1,155,252,4
65,107,172,0,1,167,363,1
62,79,180,0,1,160,558,2
67,67,157,0,1,71,593,3
20,175,151,0,1,75,375,5
35,206,189,0,1,131,216,2
43,149,188,0,1,70,472,3
61,217,203,0,1,184,286,5
55,50,177,0,1,167,517,2
69,116,158,0,1,105,462,3
56,162,153,0,1,62,351,2
25,179,195,0,1,142,310,3
63,124,186,0,1,158,249,1
58,123,202,0,1,79,276,4
65,63,203,0,1,149,572,4
46,129,179,0,1,61,331,1
19,221,186,0,1,117,272,4
46,91,205,0,1,147,261,5
35,221,168,0,1,184,508,3
56,222,202,0,1,91,279,1
19,195,165,0,1,191,275,4
16,166,208,0,1,140,224,3
67,210,186,0,1,98,286,3
48,54,185,0,1,134,581,5
55,175,151,0,1,192,273,3
50,121,172,0,1,121,434,3
31,153,173,0,1,196,286,3
30,79,204,0,1,197,407,3
49,66,174,0,1,87,360,5
37,136,162,0,1,173,399,5
38,220,199,0,1,53,444,2
43,76,178,0,1,178,211,4
60,112,199,0,1,164,455,1
23,114,168,0,1,86,563,4
55,158,185,0,1,114,542,5
54,153,163,0,1,73,514,5
28,201,181,0,1,153,365,3
70,222,170,0,1,126,416,4
38,247,174,0,1,67,219,5
35,182,167,0,1,109,215,5
30,179,179,0,1,62,360,4
58,105,198,0,1,68,529,3
21,72,203,0,1,76,232,5
34,248,194,0,1,63,578,2
29,189,160,0,1,172,580,5
69,85,185,0,1,140,390,5
57,86,154,0,1,174,340,4
51,197,177,0,1,154,358,3
58,207,172,0,1,164,466,1
58,90,153,0,1,147,311,3
49,83,171,0,1,99,271,3
44,97,167,0,1,68,401,3
45,247,163,0,1,96,486,5
16,135,174,0,1,161,472,5
51,145,180,0,1,63,266,5
62,73,205,0,1,123,543,4
57,168,175,0,1,95,203,3
25,106,188,0,1,173,292,4
55,63,199,0,1,88,255,2
67,86,191,0,1,94,375,4
65,130,197,0,1,58,433,5
67,87,151,0,1,139,463,5
45,246,186,0,1,185,358,4
49,118,180,0,1,150,452,2
61,210,185,0,1,189,450,4
42,136,178,0,1,70,224,2
23,136,190,0,1,117,268,5
30,193,206,0,1,72,482,5
22,200,193,0,1,93,429,5
49,171,175,0,1,188,283,4
56,70,166,0,1,177,315,2
47,159,152,0,1,64,384,1
37,103,167,0,1,78,485,2
60,83,203,0,1,142,458,4
56,239,169,0,1,75,597,4
28,185,167,0,1,96,306,2
59,242,169,0,1,92,302,4
61,61,170,0,1,144,449,3
63,154,173,0,1,131,376,5
36,109,184,0,1,113,594,5
56,168,170,0,1,97,308,3
23,164,171,0,1,138,268,1
69,246,204,0,1,76,598,4
67,143,179,0,1,61,356,1
40,62,198,0,1,110,499,3
56,241,163,0,1,122,328,3
39,60,191,0,1,68,295,2
40,134,190,0,1,197,409,4
50,196,155,0,1,83,349,2
57,190,189,0,1,135,299,4
29,231,178,0,1,184,531,2
34,100,167,0,1,83,504,4
53,75,173,0,1,59,347,1
25,177,167,0,1,104,558,3
47,198,172,0,1,155,373,4
27,127,195,0,1,152,512,1
57,156,210,0,1,54,484,5
58,133,202,0,1,117,528,1
18,73,165,0,1,120,362,4
47,132,193,0,1,115,372,4
28,53,165,0,1,141,473,5
56,80,199,0,1,164,205,5
46,203,158,0,1,107,591,5
26,117,206,0,1,109,362,4
60,136,204,0,1,107,293,4
18,168,179,0,1,91,206,3
53,190,202,0,1,153,235,5
50,59,158,0,1,100,489,4
45,215,200,0,1,130,245,1
40,207,168,0,1,60,348,3
40,79,179,0,1,175,441,3
38,53,203,0,1,70,324,3
68,52,159,0,1,119,466,2
34,82,207,0,1,94,510,4
49,156,167,0,1,178,316,5
29,199,209,0,1,127,243,1
43,161,168,0,1,135,391,5
48,184,151,0,1,112,546,1
70,237,200,0,1,193,531,4
22,78,177,0,1,114,517,1
67,153,150,0,1,149,445,1
38,68,196,0,1,174,330,5
48,82,153,0,1,87,223,5
60,83,164,0,1,97,360,2
31,132,180,0,1,168,235,2
24,135,151,0,1,175,357,1
27,242,175,0,1,164,598,1
60,76,210,0,1,170,278,3
59,156,180,0,1,56,365,2
33,220,178,0,1,105,391,2
37,136,192,0,1,137,451,2
59,133,177,0,1,78,506,2
32,127,200,0,1,146,361,1
35,243,160,0,1,198,414,5
29,69,205,0,1,152,320,2
19,175,173,0,1,177,403,4
30,220,197,0,1,173,386,2
55,139,150,0,1,121,512,3
40,96,199,0,1,124,385,3
54,162,205,0,1,77,409,2
68,236,194,0,1,197,541,4
24,168,205,0,1,89,430,4
53,172,186,0,1,115,548,2
48,164,186,0,1,143,540,5
56,52,201,0,1,166,476,4
29,217,202,0,1,77,310,4
25,201,151,0,1,182,328,4
41,126,164,0,1,54,502,4
36,62,161,0,1,169,445,2
48,235,162,0,1,106,470,2
68,67,179,0,1,187,248,3
59,225,209,0,1,63,493,4
