age,poids,taille,sexe,type_regime,kcal_cible,nb_repas_cible
49,235,190,0,0,2531,3
43,55,195,0,0,2351,3
46,90,151,0,0,2498,1
58,214,158,0,0,2399,3
45,129,151,0,0,2274,2
42,152,167,0,0,2281,3
15,247,194,0,0,2294,1
53,53,171,0,0,2002,3
65,189,161,0,0,2326,2
32,134,197,0,0,2431,1
68,115,151,0,0,2562,2
38,197,157,0,0,2017,1
17,190,158,0,0,2227,1
65,121,150,0,0,2047,2
58,180,192,0,0,1825,2
38,192,197,0,0,2122,3
55,239,196,0,0,2286,3
16,73,188,0,0,1839,1
51,159,153,0,0,2544,3
26,218,166,0,0,2588,2
53,160,161,0,0,2242,3
57,186,200,0,0,1985,2
21,223,183,0,0,2009,1
49,151,167,0,0,2206,2
23,198,155,0,0,1780,2
28,209,181,0,0,2481,2
47,84,168,0,0,1910,2
26,53,168,0,0,1847,1
45,125,205,0,0,1775,1
37,184,208,0,0,1948,1
63,107,153,0,0,1819,3
28,173,171,0,0,1973,3
58,89,168,0,0,2111,2
35,80,175,0,0,1854,3
49,92,185,0,0,2099,2
23,180,209,0,0,1865,1
64,92,155,0,0,1944,1
38,243,197,0,0,2490,2
41,134,193,0,0,2580,3
20,229,187,0,0,2320,3
33,80,187,0,0,2073,3
47,194,162,0,0,2416,1
67,113,159,0,0,2486,2
41,241,180,0,0,2597,2
62,244,186,0,0,2484,3
40,102,200,0,0,2360,2
51,105,164,0,0,1781,3
62,240,183,0,0,2209,1
59,152,152,0,0,2161,3
31,152,177,0,0,2048,2
40,97,177,0,0,1921,3
30,163,204,0,0,2195,3
60,101,201,0,0,2269,3
69,238,174,0,0,2083,2
46,176,159,0,0,2138,1
54,170,198,0,0,2258,1
67,82,178,0,0,1870,2
49,205,172,0,0,1953,2
18,170,188,0,0,1923,3
60,102,175,0,0,2368,1
49,224,155,0,0,2334,2
56,89,157,0,0,2264,1
61,199,207,0,0,2219,2
65,177,180,0,0,2236,2
57,243,163,0,0,2139,3
60,177,196,0,0,2394,3
47,153,174,0,0,2107,3
41,106,178,0,0,2536,1
67,86,160,0,0,2381,3
28,194,209,0,0,2059,3
48,212,174,0,0,2555,1
52,99,165,0,0,2026,3
47,99,161,0,0,2105,1
52,129,170,0,0,2566,2
49,76,160,0,0,2253,1
28,245,202,0,0,1866,2
32,100,191,0,0,2366,2
70,109,172,0,0,2445,2
32,74,207,0,0,2459,2
57,100,157,0,0,2472,2
23,105,154,0,0,2237,2
32,125,193,0,0,2536,1
30,52,204,0,0,2094,1
57,249,161,0,0,2143,2
30,106,206,0,0,2583,1
57,207,198,0,0,2585,2
29,102,206,0,0,2427,3
50,146,161,0,0,1840,2
63,206,151,0,0,2122,2
19,166,166,0,0,2172,2
46,182,181,0,0,2291,3
40,198,205,0,0,2131,3
44,235,155,0,0,1808,3
65,107,189,0,0,2544,2
47,157,172,0,0,2350,1
30,180,158,0,0,2235,1
34,112,159,0,0,2501,2
52,142,156,0,0,1846,3
42,171,209,0,0,1781,2
19,74,186,0,0,2403,3
36,207,195,0,0,1957,2
43,202,166,0,0,1947,1
34,141,188,0,0,2328,3
33,157,157,0,0,1862,1
51,237,185,0,0,2370,2
44,122,186,0,0,1880,1
35,170,159,0,0,2105,2
33,62,204,0,0,2591,3
40,155,175,0,0,2223,1
42,220,155,0,0,2538,3
42,197,175,0,0,2545,3
54,50,183,0,0,1895,2
55,190,152,0,0,2482,2
60,185,152,0,0,2335,1
19,96,174,0,0,2113,2
34,51,204,0,0,2146,3
41,192,189,0,0,1876,2
45,211,189,0,0,1969,3
32,171,172,0,0,2527,3
69,229,203,0,0,1921,3
62,98,173,0,0,1786,1
67,115,175,0,0,2033,3
35,150,153,0,0,2227,2
50,211,173,0,0,2498,3
45,50,197,0,0,2263,3
38,57,179,0,0,1839,3
33,229,205,0,0,1994,1
21,246,179,0,0,2050,1
19,65,160,0,0,2187,2
60,53,155,0,0,2138,1
52,195,166,0,0,2512,2
66,68,208,0,0,2428,2
30,145,176,0,0,2438,3
25,174,182,0,0,2146,3
16,212,159,0,0,2228,3
52,231,166,0,0,1811,2
64,182,183,0,0,2150,2
26,132,184,0,0,2483,1
31,211,161,0,0,1954,1
47,96,167,0,0,2036,3
17,76,153,0,0,2260,1
19,134,151,0,0,2575,1
24,72,206,0,0,2586,1
25,86,168,0,0,1908,1
41,206,180,0,0,2020,2
57,87,177,0,0,1890,2
16,77,170,0,0,1950,3
30,106,181,0,0,2556,1
42,75,151,0,0,2101,2
34,249,192,0,0,2443,3
55,198,168,0,0,2486,2
17,197,188,0,0,2432,2
25,151,202,0,0,1791,1
59,73,161,0,0,2075,3
63,182,205,0,0,2391,1
56,151,198,0,0,1946,2
39,72,176,0,0,2218,2
50,173,179,0,0,1915,3
36,146,200,0,0,1885,2
19,102,191,0,0,2246,1
46,191,169,0,0,1959,1
15,183,162,0,0,1823,2
60,152,192,0,0,1894,2
21,115,190,0,0,2571,1
18,81,158,0,0,1944,2
29,51,199,0,0,2280,3
51,80,163,0,0,2256,2
25,235,150,0,0,2135,3
57,116,195,0,0,2391,2
47,132,165,0,0,1898,3
67,69,203,0,0,2155,2
55,123,174,0,0,2293,1
59,172,204,0,0,2166,1
52,141,198,0,0,2385,2
30,203,207,0,0,2475,1
54,50,164,0,0,2499,3
59,221,187,0,0,2144,1
60,241,150,0,0,2448,1
68,71,195,0,0,1817,3
42,65,179,0,0,2492,1
64,145,168,0,0,2379,3
25,62,190,0,0,2106,2
50,222,202,0,0,2489,1
70,250,160,0,0,2296,2
70,227,164,0,0,2444,3
68,158,210,0,0,2138,1
34,210,209,0,0,2352,1
31,116,151,0,0,2187,1
29,241,164,0,0,1925,2
41,95,150,0,0,2492,1
16,208,189,0,0,2309,2
30,180,170,0,0,1992,2
48,232,196,0,0,2486,1
67,70,176,0,0,2070,1
48,149,178,0,0,2452,3
29,86,200,0,0,2159,2
70,189,191,0,0,2563,2
34,137,154,0,0,2126,3
18,246,204,0,0,1975,3
60,58,194,0,0,2208,3
18,186,175,0,0,1987,3
54,168,180,0,0,1830,3
68,65,203,0,0,1922,2
52,115,186,0,0,1827,3
69,147,197,0,0,2162,3
48,214,160,0,0,2242,2
42,67,208,0,0,2054,3
29,54,151,0,0,2492,3
19,171,170,0,0,2199,2
15,141,198,0,0,2081,1
40,89,179,0,0,2433,2
41,59,162,0,0,2144,2
55,122,154,0,0,1986,2
57,240,187,0,0,2571,3
63,191,208,0,0,2226,3
60,248,171,0,0,2384,2
37,83,159,0,0,2213,2
19,77,200,0,0,2470,2
54,217,169,0,0,2222,3
51,196,187,0,0,2384,3
45,244,198,0,0,2539,2
38,88,170,0,0,2274,1
60,231,167,0,0,2027,2
51,117,171,0,0,2411,1
42,97,200,0,0,1891,1
25,175,203,0,0,1939,3
57,62,166,0,0,2464,3
17,149,171,0,0,2258,1
65,149,169,0,0,2275,3
33,139,179,0,0,2244,3
49,56,179,0,0,2051,2
27,119,173,0,0,2353,3
29,84,209,0,0,2014,3
17,145,174,0,0,2015,1
70,217,205,0,0,2135,1
53,241,170,0,0,2380,3
34,215,153,0,0,2092,1
19,181,191,0,0,1978,2
63,111,187,0,0,2154,3
44,94,179,0,0,2414,3
25,239,195,0,0,2468,2
70,137,159,0,0,2223,3
52,215,171,0,0,1793,1
49,201,191,0,0,2445,1
64,192,201,0,0,2443,1
21,107,207,0,0,2147,2
34,227,163,0,0,2092,2
35,182,153,0,0,1848,2
53,105,195,0,0,2380,2
63,177,194,0,0,2584,2
70,187,200,0,0,2085,2
51,154,183,0,0,2119,2
60,98,152,0,0,2297,3
30,135,202,0,0,2429,2
16,59,198,0,0,2051,3
17,119,157,0,0,2272,3
60,246,165,0,0,2420,3
43,126,166,0,0,2459,2
29,55,160,0,0,2014,1
15,247,204,0,0,2177,3
46,195,172,0,0,2243,3
48,121,170,0,0,1953,2
54,223,187,0,0,2518,1
67,90,186,0,0,2177,2
45,219,209,0,0,2228,2
42,164,153,0,0,2027,2
44,105,188,0,0,2397,2
35,110,156,0,0,1962,3
35,151,179,0,0,2435,3
53,244,193,0,0,2402,1
25,97,202,0,0,2543,2
33,88,185,0,0,2578,1
44,190,172,0,0,1992,1
44,110,161,0,0,2022,2
19,166,165,0,0,2466,3
64,86,159,0,0,2055,3
36,124,206,0,0,2012,1
22,188,157,0,0,2594,3
26,145,182,0,0,2279,2
55,238,199,0,0,2558,2
16,219,167,0,0,1992,2
39,104,184,0,0,2129,1
47,157,176,0,0,1998,2
57,172,201,0,0,1788,1
44,154,181,0,0,1943,2
50,81,199,0,0,2240,2
53,150,155,0,0,2552,3
56,119,158,0,0,1848,3
47,238,157,0,0,2515,1
31,73,171,0,0,2305,1
40,248,193,0,0,2420,2
35,64,207,0,0,2402,3
21,57,150,0,0,2352,2
49,227,166,0,0,2537,3
41,218,160,0,0,1951,3
34,150,157,0,0,1831,2
31,55,189,0,0,2325,2
67,95,199,0,0,2191,1
36,220,172,0,0,2328,1
31,70,165,0,0,2201,1
28,249,209,0,0,2317,3
50,114,167,0,0,2574,1
65,173,180,0,0,1818,2
38,78,199,0,0,2586,3
46,161,179,0,0,1912,1
43,68,188,0,0,2060,2
25,181,200,0,0,1806,1
50,58,187,0,0,2591,3
67,244,197,0,0,2334,1
45,173,179,0,0,2384,2
25,80,184,0,0,2229,2
52,102,195,0,0,2506,2
37,219,161,0,0,2542,1
36,189,178,0,0,1765,3
70,109,193,0,0,2525,2
54,201,200,0,0,2477,2
17,201,156,0,0,1865,3
41,240,195,0,0,2105,3
38,127,209,0,0,2213,2
49,197,164,0,0,1812,1
37,93,189,0,0,2260,2
53,192,199,0,0,2416,1
23,225,163,0,0,2225,3
49,185,166,0,0,1761,2
20,75,199,0,0,2555,3
18,225,160,0,0,1970,1
42,168,173,0,0,2281,3
34,133,187,0,0,2591,1
19,87,195,0,0,1946,1
63,138,188,0,0,2413,1
57,116,155,0,0,2070,2
41,216,170,0,0,1991,2
32,118,165,0,0,2185,3
66,130,189,0,0,2063,2
35,244,179,0,0,1964,2
30,87,167,0,0,1960,1
62,53,167,0,0,2124,2
23,183,199,0,0,1806,1
43,129,202,0,0,2524,3
66,80,182,0,0,1766,1
56,164,181,0,0,2132,3
40,51,188,0,0,1921,1
23,91,195,0,0,1955,2
27,141,171,0,0,1978,1
52,194,153,0,0,2021,1
16,137,179,0,0,2585,2
34,124,162,0,0,2370,3
41,190,196,0,0,2107,2
55,97,195,0,0,1891,2
37,165,173,0,0,2005,2
38,63,157,0,0,2554,3
46,172,207,0,0,1850,3
65,239,153,0,0,1837,3
42,68,154,0,0,1930,3
22,83,199,0,0,2353,3
67,141,155,0,0,1890,3
37,185,181,0,0,1980,2
22,159,185,0,0,2352,2
29,240,182,0,0,1828,2
60,219,189,0,0,1908,3
26,65,185,0,0,2549,2
57,236,165,0,0,1780,1
47,135,195,0,0,2125,3
49,143,160,0,0,1860,3
26,158,177,0,0,1997,1
22,157,205,0,0,1811,3
51,76,192,0,0,2091,3
45,72,150,0,0,2399,1
56,124,210,0,0,2185,3
47,175,191,0,0,2200,2
30,120,198,0,0,2047,2
56,103,173,0,0,1981,1
64,140,176,0,0,2019,2
40,184,194,0,0,2124,3
64,52,154,0,0,1785,1
43,177,164,0,0,2257,3
37,106,166,0,0,2220,2
15,174,190,0,0,2471,3
44,149,190,0,0,1883,3
22,109,178,0,0,2539,1
24,55,192,0,0,2231,3
48,94,171,0,0,2249,1
22,235,179,0,0,2327,1
55,181,203,0,0,2248,2
21,156,159,0,0,2249,3
31,170,201,0,0,2588,2
47,97,155,0,0,2510,3
45,178,166,0,0,2050,1
26,78,197,0,0,2559,2
41,145,191,0,0,2400,1
25,144,197,0,0,2106,2
36,135,206,0,0,2230,2
43,59,202,0,0,2265,2
28,161,164,0,0,2544,3
58,50,180,0,0,1765,3
18,90,185,0,0,1898,2
37,150,155,0,0,2006,3
31,63,197,0,0,1902,3
41,67,204,0,0,2505,1
55,95,184,0,0,1976,1
38,177,189,0,0,2158,1
63,155,162,0,0,2389,2
53,56,152,0,0,2516,2
34,72,176,0,0,2238,2
29,133,160,0,0,2060,2
16,92,172,0,0,2446,2
46,183,190,0,0,2170,3
35,183,156,0,0,2106,1
25,229,165,0,0,2208,1
57,232,192,0,0,2099,1
39,100,167,0,0,2366,3
44,198,169,0,0,2470,3
50,120,169,0,0,2163,3
44,113,210,0,0,1810,2
25,87,183,0,0,1847,2
29,115,155,0,0,2327,1
66,63,194,0,0,2107,2
39,226,176,0,0,2276,1
69,148,159,0,0,2399,2
38,210,161,0,0,2353,3
47,153,151,0,0,2046,1
15,124,172,0,0,2165,1
39,61,191,0,0,2370,2
50,174,172,0,0,2137,1
58,231,190,0,0,2197,3
41,159,181,0,0,1820,1
44,55,191,0,0,1879,3
65,246,162,0,0,2036,2
24,187,190,0,0,1762,3
45,196,206,0,0,1860,1
18,200,178,0,0,2001,3
19,218,165,0,0,2376,2
65,240,170,0,0,2094,1
54,148,177,0,0,2055,2
23,82,194,0,0,1766,1
15,204,197,0,0,2456,3
16,143,171,0,0,2372,3
56,68,171,0,0,2579,3
63,173,181,0,0,2149,3
18,186,209,0,0,2229,1
39,215,184,0,0,2464,3
29,212,157,0,0,2357,1
38,190,168,0,0,1998,1
55,51,186,0,0,1876,1
42,221,184,0,0,2414,2
27,207,155,0,0,1892,3
65,63,168,0,0,1905,2
46,80,171,0,0,2578,3
61,179,179,0,0,2028,1
41,244,190,0,0,1882,1
44,202,185,0,0,2409,2
25,215,186,0,0,2188,1
24,90,210,0,0,1800,3
47,166,165,0,0,2126,2
40,118,191,0,0,2022,1
66,150,196,0,0,2097,2
23,64,204,0,0,2163,3
57,110,206,0,0,2261,1
26,226,191,0,0,2175,1
32,69,188,0,0,2123,2
28,184,168,0,0,2410,3
31,79,180,0,0,2316,3
35,157,156,0,0,1920,1
18,103,177,0,0,2453,2
40,105,160,0,0,2548,3
37,231,204,0,0,2078,2
32,215,166,0,0,1865,2
42,67,175,0,0,2473,2
70,250,202,0,0,1962,1
19,130,155,0,0,2540,2
69,221,202,0,0,2071,2
33,165,175,0,0,2301,2
33,151,194,0,0,2033,1
22,95,207,0,0,1963,3
40,147,151,0,0,1938,1
46,202,156,0,0,2496,3
54,77,182,0,0,2178,3
49,193,194,0,0,1909,3
46,123,161,0,0,2582,3
35,102,193,0,0,2255,3
44,82,150,0,0,2054,3
61,229,184,0,0,2537,3
41,75,151,0,0,1819,2
49,54,162,0,0,2395,2
35,140,205,0,0,2357,1
26,141,204,0,0,2087,3
51,232,204,0,0,2472,2
26,111,193,0,0,2047,3
60,133,170,0,0,1899,2
69,231,205,0,0,1931,2
30,112,182,0,0,2122,3
66,208,206,0,0,1927,1
21,181,189,0,0,1796,3
39,114,210,0,0,2160,2
45,62,172,0,0,1874,1
33,179,159,0,0,1919,1
64,141,159,0,0,1807,1
60,72,209,0,0,2136,2
24,143,210,0,0,2504,3
50,82,177,0,0,2144,1
26,200,164,0,0,2335,1
24,116,196,0,0,1798,2
49,158,181,0,0,2070,3
56,244,176,0,0,2345,2
68,107,159,0,0,2126,3
47,198,176,0,0,2249,2
17,105,198,0,0,1860,1
31,81,176,0,0,2303,3
58,161,168,0,0,2084,3
61,59,163,0,0,1818,1
43,118,150,0,0,2048,1
17,162,174,0,0,1876,2
46,74,203,0,0,2504,1
40,88,206,0,0,2441,1
59,172,165,0,0,1869,2
39,80,150,0,0,2256,3
28,131,151,0,0,2495,3
25,57,192,0,0,2326,2
54,72,180,0,0,2522,1
46,199,186,0,0,2035,2
70,89,175,0,0,2094,2
20,89,178,0,0,2318,2
46,131,206,0,0,2393,3
26,232,190,0,0,2211,3
53,122,194,0,0,2575,3
24,176,158,0,0,2036,2
22,164,152,0,0,2589,3
46,124,199,0,0,2057,3
34,117,152,0,0,2243,1
17,95,201,0,0,2353,3
64,110,208,0,0,1879,1
24,197,203,0,0,2226,3
70,217,153,0,0,1983,2
48,220,182,0,0,2221,3
55,76,198,0,0,2098,2
15,223,184,0,0,1990,3
56,160,190,0,0,2316,3
34,247,173,0,0,2594,3
34,216,171,0,0,2424,1
25,181,164,0,0,2368,1
23,206,208,0,0,1887,3
46,67,160,0,0,2371,3
29,53,170,0,0,2440,3
56,53,209,0,0,2514,1
40,222,204,0,0,1818,1
60,111,209,0,0,2282,2
17,172,154,0,0,2222,1
48,122,163,0,0,1987,3
46,175,166,0,0,1812,2
32,128,200,0,0,2403,1
22,97,156,0,0,2159,1
63,102,166,0,0,1793,2
29,219,209,0,0,1950,3
46,89,204,0,0,1932,1
60,241,156,0,0,1916,1
27,190,167,0,0,1996,2
27,130,160,0,0,1777,2
68,83,162,0,0,1817,3
52,150,163,0,0,2290,3
48,151,182,0,0,2568,3
35,81,153,0,0,2068,2
46,200,201,0,0,1765,2
55,174,161,0,0,1956,1
34,60,208,0,0,2379,2
48,60,155,0,0,2290,3
50,83,157,0,0,2008,3
61,96,208,0,0,1796,2
69,203,154,0,0,1969,1
23,59,195,0,0,2439,2
20,214,168,0,0,1810,2
33,81,165,0,0,2437,2
23,152,165,0,0,1785,1
56,117,161,0,0,1836,3
62,237,183,0,0,1905,2
63,187,173,0,0,1942,1
48,67,156,0,0,2021,1
42,50,190,0,0,1961,1
64,146,196,0,0,2478,1
26,51,178,0,0,2252,3
22,56,180,0,0,2486,2
64,238,169,0,0,2516,3
47,197,189,0,0,2037,2
66,168,205,0,0,2468,1
56,219,206,0,0,2358,2
32,213,187,0,0,2099,2
50,110,209,0,0,2477,3
26,102,155,0,0,2176,2
23,83,168,0,0,2215,3
26,218,207,0,0,2250,1
45,120,157,0,0,2239,1
70,159,179,0,0,1843,3
24,218,163,0,0,2033,1
42,249,198,0,0,1920,2
27,112,177,0,0,1810,1
61,89,177,0,0,2146,3
58,172,154,0,0,1972,2
56,144,195,0,0,2253,3
34,237,194,0,0,1775,3
28,171,180,0,0,1877,2
16,117,194,0,0,2436,2
32,241,172,0,0,2059,1
24,123,198,0,0,2351,2
45,182,166,0,0,2070,2
34,61,205,0,0,1827,2
68,188,205,0,0,2015,1
67,207,165,0,0,2229,1
49,152,208,0,0,2156,2
40,198,179,0,0,1791,3
27,198,209,0,0,2499,3
40,96,196,0,0,2419,2
42,110,189,0,0,2114,2
66,228,176,0,0,2254,3
21,175,155,0,0,2464,3
34,138,194,0,0,2105,3
27,70,184,0,0,2407,2
55,204,187,0,0,2551,3
39,245,188,0,0,2443,3
53,84,172,0,0,2374,3
36,176,170,0,0,1769,3
30,245,158,0,0,1820,1
60,226,194,0,0,2248,2
64,199,192,0,0,2182,2
64,102,173,0,0,2479,3
53,191,187,0,0,2341,1
46,148,180,0,0,1886,1
27,148,199,0,0,2261,2
18,54,160,0,0,2224,1
49,70,202,0,0,1936,3
62,240,198,0,0,1836,2
33,72,158,0,0,2280,3
30,134,180,0,0,2455,2
34,190,205,0,0,1827,3
66,199,151,0,0,1808,2
28,180,161,0,0,1985,1
62,100,197,0,0,1791,3
19,135,168,0,0,2198,2
31,116,209,0,0,2023,1
24,123,172,0,0,1772,2
33,239,186,0,0,2000,3
40,233,159,0,0,1919,3
20,163,164,0,0,2523,1
39,146,165,0,0,2569,1
39,110,155,0,0,2061,3
22,61,173,0,0,2389,3
45,247,168,0,0,1912,3
59,118,183,0,0,1937,1
34,190,164,0,0,2225,3
33,100,168,0,0,2115,3
23,92,191,0,0,2140,3
41,146,202,0,0,2289,2
31,126,206,0,0,1991,3
46,243,209,0,0,1862,1
67,103,203,0,0,2343,2
19,114,151,0,0,2253,3
41,101,199,0,0,2164,1
32,199,199,0,0,2262,2
52,50,201,0,0,2558,1
16,176,157,0,0,2136,3
32,54,202,0,0,2121,2
19,97,187,0,0,2538,2
26,166,208,0,0,1952,3
18,50,199,0,0,2544,2
38,177,193,0,0,2200,2
27,61,176,0,0,1769,2
31,134,184,0,0,2385,3
49,96,192,0,0,1964,3
66,139,197,0,0,2406,2
41,166,161,0,0,1999,3
41,159,174,0,0,2210,3
59,200,160,0,0,2098,2
28,52,181,0,0,1941,1
63,185,155,0,0,1909,3
44,63,164,0,0,2346,2
39,220,161,0,0,2521,1
19,110,200,0,0,2296,3
43,61,167,0,0,1983,3
30,187,156,0,0,2212,1
47,71,171,0,0,2372,3
50,81,178,0,0,1795,2
57,155,183,0,0,2285,2
42,149,159,0,0,2008,2
45,132,199,0,0,2353,1
28,160,177,0,0,2141,1
70,243,153,0,0,2252,3
30,191,161,0,0,2463,3
67,115,190,0,0,2589,3
52,149,194,0,0,1780,1
60,175,190,0,0,2347,1
31,151,162,0,0,2281,3
64,50,152,0,0,1792,1
64,102,189,0,0,1955,1
64,222,186,0,0,2450,1
19,137,209,0,0,2331,1
52,126,190,0,0,2464,3
17,91,159,0,0,2070,2
31,63,204,0,0,2036,3
30,142,196,0,0,2318,1
28,186,152,0,0,2355,2
30,232,194,0,0,2125,3
39,92,159,0,0,1786,3
34,186,199,0,0,1823,3
27,121,170,0,0,2201,3
36,163,180,0,0,2141,2
38,120,156,0,0,2493,1
47,188,162,0,0,1797,3
53,138,168,0,0,2061,3
52,113,184,0,0,1866,2
65,71,162,0,0,2597,1
44,197,165,0,0,2506,2
15,184,188,0,0,2579,1
24,175,154,0,0,2423,1
15,154,152,0,0,1923,1
57,116,206,0,0,2101,2
19,157,153,0,0,1958,3
66,147,164,0,0,2049,2
34,139,152,0,0,2105,1
21,79,171,0,0,1796,1
33,72,161,0,0,2383,3
50,87,181,0,0,1946,3
58,225,152,0,0,2141,2
62,200,198,0,0,2059,3
67,139,178,0,0,2122,2
37,190,196,0,0,1799,2
60,178,201,0,0,2119,1
68,146,191,0,0,2222,2
67,242,189,0,0,2441,1
