age,poids,taille,sexe,type_regime,kcal_cible,nb_repas_cible
44,66,156,0,1,3373,3
18,89,163,0,1,3785,2
34,90,198,0,1,2189,2
26,168,173,0,1,2885,4
40,88,174,0,1,2003,4
55,95,207,0,1,2784,2
40,141,196,0,1,4049,5
68,212,171,0,1,3119,6
62,230,204,0,1,3557,5
37,227,195,0,1,2304,5
22,103,206,0,1,3066,4
19,56,162,0,1,2140,5
59,53,177,0,1,3616,2
53,107,172,0,1,4009,2
66,114,186,0,1,2485,6
34,205,197,0,1,3363,3
23,141,172,0,1,3915,5
62,56,159,0,1,2082,2
56,100,202,0,1,2381,5
47,213,168,0,1,3933,3
38,243,196,0,1,3459,6
17,89,201,0,1,3955,2
27,79,162,0,1,2541,3
70,225,188,0,1,4055,2
60,152,189,0,1,2276,6
53,173,158,0,1,2483,6
59,132,201,0,1,3198,6
39,93,182,0,1,3407,6
22,104,199,0,1,2778,3
62,226,180,0,1,3372,3
41,102,172,0,1,2165,5
59,138,159,0,1,2807,2
28,84,152,0,1,3184,3
31,71,199,0,1,4127,3
28,228,160,0,1,4158,6
65,124,186,0,1,3843,3
43,84,160,0,1,4153,2
50,144,185,0,1,3524,6
28,154,164,0,1,3875,3
48,230,180,0,1,3140,4
24,213,150,0,1,4036,5
63,185,199,0,1,3689,5
33,105,205,0,1,1962,3
59,196,192,0,1,1971,5
26,236,179,0,1,2693,2
55,154,191,0,1,3265,4
59,56,210,0,1,4103,4
62,93,210,0,1,4127,3
57,112,152,0,1,2919,5
19,115,176,0,1,2857,6
69,141,159,0,1,2789,6
48,196,197,0,1,2598,4
68,228,156,0,1,2905,4
24,237,194,0,1,2077,5
69,185,207,0,1,2671,3
34,223,176,0,1,2009,2
53,160,208,0,1,3334,6
70,237,189,0,1,3447,4
22,161,160,0,1,2035,4
56,61,164,0,1,3373,3
36,77,179,0,1,4025,4
37,95,175,0,1,3927,5
37,169,153,0,1,2798,4
40,249,204,0,1,3740,4
61,169,152,0,1,2069,5
45,149,204,0,1,2602,2
38,92,196,0,1,2055,2
66,70,150,0,1,3154,4
60,135,192,0,1,2675,6
59,107,205,0,1,3477,5
29,219,182,0,1,2954,6
68,195,171,0,1,3897,5
45,205,203,0,1,2777,6
44,211,201,0,1,2916,2
66,153,206,0,1,3532,3
30,104,157,0,1,2574,2
54,186,196,0,1,2626,2
49,228,208,0,1,3987,3
61,227,209,0,1,3179,2
41,50,198,0,1,4063,2
43,221,203,0,1,4089,6
37,179,181,0,1,2810,2
22,209,162,0,1,3459,6
46,144,203,0,1,3945,6
65,233,173,0,1,3534,3
28,184,167,0,1,2070,3
36,186,198,0,1,3291,6
67,128,181,0,1,2962,3
53,67,168,0,1,3994,6
25,141,198,0,1,3094,4
24,147,209,0,1,3571,6
27,140,210,0,1,2246,5
62,241,204,0,1,1997,2
27,74,167,0,1,3604,4
58,201,198,0,1,4057,2
27,223,177,0,1,2511,3
35,81,204,0,1,3946,4
41,244,150,0,1,3198,6
57,214,173,0,1,3919,4
66,122,167,0,1,3493,4
69,217,195,0,1,2906,6
32,197,174,0,1,2446,2
49,117,204,0,1,4076,6
22,161,205,0,1,3217,5
23,118,192,0,1,3314,6
40,121,179,0,1,2682,3
15,248,154,0,1,3852,2
34,50,170,0,1,3013,4
54,247,171,0,1,2110,6
59,179,175,0,1,2027,2
38,198,177,0,1,1918,4
16,87,205,0,1,3255,6
19,168,167,0,1,3718,5
39,100,180,0,1,3205,6
34,241,175,0,1,2901,5
47,165,199,0,1,3887,5
33,138,165,0,1,4011,4
69,143,172,0,1,2198,4
41,246,156,0,1,2469,5
43,202,162,0,1,2438,3
22,190,194,0,1,3081,5
40,199,203,0,1,3938,5
21,190,210,0,1,3418,4
66,239,173,0,1,3581,5
32,152,196,0,1,3133,4
70,109,159,0,1,3932,5
40,182,185,0,1,2132,5
56,179,156,0,1,3586,6
59,151,207,0,1,2618,6
55,247,161,0,1,2281,4
63,75,171,0,1,3173,6
22,98,159,0,1,2325,2
18,56,152,0,1,3391,3
48,69,192,0,1,3116,5
40,132,185,0,1,2224,3
16,84,151,0,1,3398,6
24,186,191,0,1,3266,4
35,104,150,0,1,3535,4
16,154,193,0,1,3388,4
37,223,162,0,1,2831,2
52,127,188,0,1,3635,4
21,246,200,0,1,3092,2
42,163,204,0,1,2696,6
15,214,206,0,1,4066,6
67,196,191,0,1,2501,3
56,54,156,0,1,1999,2
64,194,199,0,1,2275,4
30,213,191,0,1,3381,3
47,56,179,0,1,2810,5
56,78,176,0,1,3639,3
36,167,164,0,1,3851,4
36,110,184,0,1,2974,2
36,207,207,0,1,2100,6
69,199,168,0,1,4014,2
36,223,164,0,1,2548,4
34,111,153,0,1,2597,5
43,105,174,0,1,3329,6
37,80,188,0,1,2839,3
63,50,189,0,1,2894,3
59,235,210,0,1,2730,4
59,62,204,0,1,3394,4
66,242,193,0,1,2938,3
69,186,206,0,1,3736,6
33,225,172,0,1,2473,5
34,102,174,0,1,2507,6
40,176,200,0,1,3199,4
23,65,207,0,1,3794,6
20,116,198,0,1,2642,6
21,134,200,0,1,1934,2
49,123,184,0,1,3159,5
49,79,154,0,1,1963,6
53,220,196,0,1,2012,2
40,187,191,0,1,2992,3
69,85,161,0,1,3127,4
20,150,150,0,1,3509,6
39,216,152,0,1,2590,6
24,93,180,0,1,2415,4
61,167,172,0,1,3485,5
18,84,156,0,1,2378,3
68,198,174,0,1,2790,3
20,160,159,0,1,2880,3
69,219,186,0,1,3037,6
24,174,169,0,1,2591,2
35,213,199,0,1,1972,6
55,246,182,0,1,3440,5
48,231,175,0,1,3230,6
61,86,161,0,1,3854,2
63,99,176,0,1,2301,6
25,167,204,0,1,2407,5
56,249,196,0,1,2747,4
17,53,170,0,1,3484,3
59,156,203,0,1,1921,6
65,91,166,0,1,2851,2
31,127,165,0,1,2126,3
54,161,187,0,1,3859,3
50,80,156,0,1,2472,5
46,148,206,0,1,3354,3
25,138,156,0,1,2176,6
48,216,156,0,1,2018,5
26,135,151,0,1,3986,4
46,171,162,0,1,2113,2
47,243,206,0,1,2246,3
41,148,163,0,1,2137,2
38,169,202,0,1,3402,6
68,182,160,0,1,4012,2
19,188,190,0,1,3104,2
27,72,158,0,1,2435,2
58,80,200,0,1,4056,2
51,100,184,0,1,2780,6
52,213,188,0,1,2343,6
17,155,209,0,1,3752,6
37,155,167,0,1,3420,4
37,133,205,0,1,3190,6
33,51,168,0,1,3595,5
60,241,180,0,1,3136,6
65,56,163,0,1,4186,2
59,120,190,0,1,2735,3
34,166,197,0,1,3216,4
37,179,165,0,1,2888,6
68,144,155,0,1,4177,3
53,82,183,0,1,2515,5
64,225,169,0,1,2354,4
41,104,192,0,1,3557,3
18,53,166,0,1,4170,3
60,238,178,0,1,2636,3
34,121,172,0,1,2782,2
22,134,155,0,1,3043,2
52,249,193,0,1,3582,3
22,63,164,0,1,2002,5
17,79,159,0,1,3058,4
44,87,201,0,1,3878,5
45,52,160,0,1,2845,5
63,53,197,0,1,3717,6
21,144,151,0,1,2632,6
68,142,175,0,1,3955,2
29,134,166,0,1,1933,5
57,91,165,0,1,4132,3
45,174,154,0,1,3340,6
31,170,194,0,1,3082,6
50,79,204,0,1,2752,5
69,86,188,0,1,2147,4
17,216,173,0,1,3521,2
17,155,185,0,1,3295,5
41,146,196,0,1,2303,2
32,229,169,0,1,3511,6
40,170,202,0,1,2432,3
49,116,178,0,1,3164,2
51,239,194,0,1,3903,6
64,143,189,0,1,2320,3
35,175,188,0,1,2395,5
51,145,210,0,1,2387,4
39,228,175,0,1,2977,6
22,163,202,0,1,3294,4
40,108,192,0,1,2260,3
28,124,151,0,1,3996,5
41,169,209,0,1,2596,3
37,214,194,0,1,2980,2
58,140,166,0,1,2386,4
66,175,156,0,1,3892,4
51,165,198,0,1,3061,5
52,59,153,0,1,3196,4
58,60,194,0,1,3131,6
39,132,188,0,1,3833,6
26,59,198,0,1,3061,4
34,227,153,0,1,2151,5
29,209,163,0,1,2126,5
43,112,185,0,1,3056,4
49,59,168,0,1,2356,3
64,153,201,0,1,2790,5
36,111,202,0,1,2574,5
62,51,166,0,1,3562,6
20,102,176,0,1,2358,4
57,79,192,0,1,1947,6
67,64,176,0,1,3668,6
41,154,188,0,1,3961,3
39,188,152,0,1,3352,3
38,230,174,0,1,2023,5
61,52,158,0,1,3383,4
31,60,177,0,1,1917,2
33,60,206,0,1,2368,5
59,208,176,0,1,2402,5
64,57,169,0,1,3335,2
17,225,185,0,1,3247,2
16,64,178,0,1,3991,2
33,179,167,0,1,2282,5
34,61,190,0,1,3993,6
21,163,160,0,1,2377,6
39,129,181,0,1,4160,6
28,237,194,0,1,3886,5
16,168,207,0,1,2589,6
32,74,187,0,1,3883,2
44,191,185,0,1,3247,4
70,180,172,0,1,1938,2
47,230,194,0,1,3445,2
63,212,195,0,1,3712,4
58,198,182,0,1,2678,6
18,211,152,0,1,2778,2
38,226,179,0,1,3284,6
70,186,203,0,1,3482,2
33,192,171,0,1,3223,2
54,163,193,0,1,2747,4
22,228,186,0,1,2358,3
24,170,157,0,1,2229,2
61,115,166,0,1,3635,6
62,163,162,0,1,4113,6
22,199,198,0,1,3374,6
48,93,152,0,1,2251,3
64,149,153,0,1,2848,6
57,241,190,0,1,2981,2
59,79,188,0,1,4070,6
58,156,155,0,1,4057,2
27,132,197,0,1,4105,5
38,137,184,0,1,3167,2
61,218,198,0,1,3541,6
55,212,152,0,1,2009,5
29,245,168,0,1,3122,2
22,56,180,0,1,3740,4
28,93,177,0,1,2137,3
64,154,180,0,1,3895,4
43,101,196,0,1,3580,3
42,102,192,0,1,2364,5
28,240,184,0,1,2922,6
50,187,164,0,1,2655,2
27,201,192,0,1,3669,6
44,208,190,0,1,3168,6
34,230,199,0,1,2101,6
32,166,165,0,1,2091,4
26,146,155,0,1,3912,3
31,234,179,0,1,2039,5
45,96,181,0,1,3153,6
17,123,153,0,1,2019,2
34,85,205,0,1,2003,4
27,180,208,0,1,2282,4
54,153,173,0,1,2104,3
42,189,172,0,1,3644,6
26,78,183,0,1,3184,6
18,173,155,0,1,3894,5
67,67,173,0,1,2388,6
55,178,150,0,1,2435,2
17,57,187,0,1,3537,3
65,238,183,0,1,1943,5
32,76,168,0,1,2712,3
30,231,179,0,1,2177,3
18,141,151,0,1,3874,3
44,103,160,0,1,4132,2
35,64,207,0,1,3230,5
19,52,179,0,1,3988,3
19,164,185,0,1,3110,6
48,159,181,0,1,4048,2
60,158,169,0,1,3360,4
63,213,208,0,1,3116,3
39,117,203,0,1,2258,2
59,223,151,0,1,3136,3
70,237,184,0,1,3925,4
54,245,206,0,1,3897,6
15,225,164,0,1,3647,5
28,165,180,0,1,1989,2
41,154,183,0,1,2697,4
33,60,205,0,1,3132,2
67,222,157,0,1,3926,6
31,202,159,0,1,2496,2
36,98,195,0,1,3061,3
38,249,192,0,1,2185,6
19,199,202,0,1,4030,3
24,215,156,0,1,4045,5
51,152,197,0,1,2151,6
50,248,174,0,1,3710,3
35,62,171,0,1,2520,6
58,100,150,0,1,2295,5
57,192,170,0,1,1910,2
61,185,189,0,1,4077,5
57,54,164,0,1,2926,6
45,56,199,0,1,3242,6
61,75,166,0,1,4039,6
61,248,171,0,1,3013,6
16,237,179,0,1,2252,2
33,108,173,0,1,2851,6
41,151,183,0,1,3006,5
22,217,150,0,1,3445,2
50,184,202,0,1,3532,4
48,54,210,0,1,3488,2
47,132,164,0,1,2327,4
68,241,163,0,1,2501,4
48,117,176,0,1,2874,4
18,65,150,0,1,3808,2
39,123,176,0,1,2558,5
37,227,163,0,1,3531,3
68,80,204,0,1,4018,2
60,80,207,0,1,3156,6
41,182,201,0,1,3477,5
59,90,158,0,1,2720,6
70,189,178,0,1,3616,4
19,201,163,0,1,4055,4
55,51,179,0,1,3606,4
25,55,197,0,1,2463,6
69,55,157,0,1,2442,5
39,239,163,0,1,2330,5
45,96,177,0,1,2680,6
24,143,173,0,1,2172,5
44,136,210,0,1,1951,4
62,181,202,0,1,2412,5
19,142,158,0,1,2160,6
27,177,194,0,1,3741,5
39,78,166,0,1,2829,4
55,244,162,0,1,3080,6
62,212,197,0,1,3515,2
21,64,150,0,1,2984,2
36,199,184,0,1,3903,2
69,112,196,0,1,3657,2
55,52,177,0,1,2557,4
29,202,210,0,1,4112,5
40,106,204,0,1,2422,2
29,205,178,0,1,3507,4
47,87,207,0,1,2312,3
69,64,196,0,1,2842,4
21,188,208,0,1,4138,4
50,86,201,0,1,1989,3
16,72,176,0,1,4174,6
54,219,163,0,1,3387,5
19,65,163,0,1,2584,2
57,72,180,0,1,3592,5
36,154,168,0,1,3804,6
66,120,157,0,1,2749,6
25,50,185,0,1,2475,4
31,90,204,0,1,4184,6
41,204,156,0,1,2403,4
41,79,204,0,1,2411,5
57,87,158,0,1,3106,6
69,245,180,0,1,2944,6
41,165,155,0,1,2423,3
63,212,151,0,1,2089,2
41,153,198,0,1,3570,4
61,132,210,0,1,2295,4
22,108,158,0,1,3508,3
55,193,160,0,1,2682,5
46,85,198,0,1,3102,6
27,194,208,0,1,2677,6
62,230,167,0,1,2604,2
69,160,187,0,1,4162,4
57,193,168,0,1,2553,6
65,52,166,0,1,2061,6
68,189,185,0,1,3459,3
16,54,154,0,1,3798,4
65,214,196,0,1,1931,4
25,136,201,0,1,3308,6
65,156,183,0,1,4070,6
28,68,209,0,1,4192,4
40,232,200,0,1,3510,5
42,115,209,0,1,4095,6
52,149,192,0,1,2690,3
66,193,157,0,1,3379,4
32,109,159,0,1,2955,3
49,130,185,0,1,3424,6
20,236,186,0,1,4144,6
54,213,186,0,1,2602,5
40,200,171,0,1,3000,3
35,50,150,0,1,3864,6
26,176,184,0,1,3516,6
47,73,170,0,1,3123,3
21,105,178,0,1,2880,3
27,159,173,0,1,3801,5
53,73,191,0,1,3990,6
17,62,210,0,1,4194,3
48,72,188,0,1,2556,5
70,64,203,0,1,3075,3
35,86,189,0,1,3788,3
46,124,157,0,1,3589,2
63,94,193,0,1,3260,3
17,66,173,0,1,3713,4
35,143,203,0,1,3803,6
17,148,203,0,1,2834,4
39,234,170,0,1,3054,3
62,184,163,0,1,3694,6
26,232,164,0,1,3416,6
34,131,201,0,1,3275,3
58,241,206,0,1,4150,6
22,83,158,0,1,3670,5
37,199,167,0,1,2938,2
45,123,175,0,1,2590,4
24,144,180,0,1,2609,3
27,69,204,0,1,2792,5
34,67,161,0,1,2264,4
42,83,201,0,1,4125,6
54,113,164,0,1,3784,2
30,177,203,0,1,3537,2
19,215,190,0,1,2497,3
17,82,206,0,1,2100,6
33,136,154,0,1,3209,2
56,68,156,0,1,3641,2
68,248,166,0,1,2677,2
22,58,171,0,1,3211,4
31,201,208,0,1,2082,3
69,54,181,0,1,2867,3
20,173,200,0,1,2961,5
36,130,198,0,1,4016,3
35,133,159,0,1,3640,6
55,89,209,0,1,3072,3
16,203,176,0,1,2520,2
19,113,204,0,1,2313,5
62,156,164,0,1,3395,5
60,162,180,0,1,3854,2
55,152,167,0,1,3246,5
39,58,183,0,1,3883,2
64,78,198,0,1,3032,4
57,60,190,0,1,2345,6
41,174,187,0,1,2563,2
67,68,192,0,1,2846,2
55,164,189,0,1,2247,5
22,164,169,0,1,3292,6
18,117,199,0,1,2893,6
63,137,183,0,1,2555,2
53,114,179,0,1,3303,2
44,231,183,0,1,2580,5
50,98,197,0,1,4164,6
22,113,153,0,1,2686,4
26,73,210,0,1,3003,6
69,131,185,0,1,2997,3
25,60,194,0,1,3008,2
15,144,161,0,1,3894,5
65,216,190,0,1,2830,4
34,118,152,0,1,3482,4
17,243,155,0,1,2959,4
26,143,152,0,1,3900,2
55,209,166,0,1,3791,6
40,222,170,0,1,3805,5
21,171,186,0,1,2286,3
16,156,161,0,1,2226,5
41,182,196,0,1,2966,6
36,235,185,0,1,2807,6
37,178,187,0,1,2740,6
70,51,162,0,1,3619,5
15,57,171,0,1,4034,6
24,64,160,0,1,2891,2
16,194,155,0,1,2338,6
33,179,153,0,1,3622,4
29,235,200,0,1,3467,5
59,82,155,0,1,3965,6
38,185,152,0,1,2421,3
39,213,160,0,1,2937,6
24,134,191,0,1,2195,2
48,238,197,0,1,3012,5
64,143,168,0,1,4150,3
27,80,206,0,1,2426,6
70,157,196,0,1,2797,3
18,228,190,0,1,2243,2
64,111,183,0,1,2110,3
52,77,186,0,1,3128,3
55,216,160,0,1,4045,6
47,156,188,0,1,3225,3
38,197,169,0,1,4110,4
55,191,201,0,1,3704,3
31,213,170,0,1,2865,2
34,117,164,0,1,3214,4
48,157,190,0,1,2118,2
59,229,161,0,1,3670,6
31,196,182,0,1,2135,2
36,91,199,0,1,2426,4
24,80,201,0,1,3850,5
21,86,163,0,1,4010,2
49,248,182,0,1,3968,4
26,181,164,0,1,2437,2
54,77,153,0,1,2297,3
47,217,208,0,1,2215,5
16,199,208,0,1,3278,5
69,219,196,0,1,2385,6
48,173,197,0,1,2404,2
55,184,163,0,1,3243,6
58,189,165,0,1,2578,6
26,108,199,0,1,3007,3
19,223,196,0,1,3454,3
51,144,155,0,1,2340,2
64,211,164,0,1,2408,3
40,91,179,0,1,2423,5
44,88,181,0,1,4058,6
46,206,155,0,1,2063,3
22,223,192,0,1,2731,2
60,244,161,0,1,2263,6
56,106,201,0,1,2426,5
43,195,179,0,1,2832,4
65,117,164,0,1,3257,5
17,143,163,0,1,3816,4
23,239,161,0,1,2748,5
46,194,186,0,1,2734,2
61,102,159,0,1,2885,3
34,147,166,0,1,3824,5
64,88,173,0,1,3606,6
56,227,158,0,1,2957,2
44,218,154,0,1,2672,3
57,88,208,0,1,3156,2
64,150,178,0,1,3283,2
67,225,202,0,1,3816,6
23,172,193,0,1,2633,3
17,187,173,0,1,3066,5
24,130,196,0,1,3912,2
64,124,156,0,1,4028,5
67,79,177,0,1,4194,2
17,103,179,0,1,3839,5
50,79,174,0,1,2964,5
49,144,159,0,1,1933,5
46,230,163,0,1,1999,4
45,246,171,0,1,2826,5
56,154,157,0,1,3480,2
65,170,150,0,1,2687,3
25,180,187,0,1,2749,6
50,222,165,0,1,2400,4
22,236,202,0,1,3464,3
46,214,178,0,1,2112,2
62,145,182,0,1,2804,2
28,224,177,0,1,3245,5
20,89,193,0,1,3825,2
38,67,195,0,1,4114,4
31,59,161,0,1,3197,2
46,113,177,0,1,3890,3
30,138,208,0,1,2145,5
36,123,180,0,1,2656,2
41,161,190,0,1,2738,3
19,221,194,0,1,2458,4
19,196,171,0,1,3806,2
21,217,180,0,1,3252,2
46,222,186,0,1,3935,6
31,229,171,0,1,3892,5
43,179,187,0,1,4053,4
51,133,162,0,1,2796,5
33,248,171,0,1,2341,6
48,244,153,0,1,3716,3
33,104,195,0,1,3056,3
43,231,192,0,1,2022,3
60,224,184,0,1,3148,6
65,203,207,0,1,4134,6
50,117,173,0,1,3187,5
26,62,153,0,1,3459,4
52,131,161,0,1,2861,6
63,55,152,0,1,1953,5
22,109,195,0,1,3257,6
44,217,151,0,1,2311,6
68,81,174,0,1,4036,4
40,225,198,0,1,2196,6
49,74,191,0,1,3986,6
63,170,207,0,1,2039,2
49,178,186,0,1,2141,5
40,211,176,0,1,2792,2
18,202,185,0,1,2541,2
22,140,195,0,1,3518,5
29,146,199,0,1,2814,3
16,183,163,0,1,3257,2
63,86,199,0,1,3427,5
44,186,189,0,1,3842,3
29,205,150,0,1,4146,2
39,138,199,0,1,3384,4
62,156,163,0,1,2447,6
37,102,181,0,1,3521,4
58,162,159,0,1,3115,6
54,182,195,0,1,2283,3
43,164,210,0,1,2894,2
15,102,166,0,1,3251,2
47,99,187,0,1,3337,4
40,115,152,0,1,2628,3
31,96,191,0,1,3388,5
30,159,189,0,1,3460,6
43,87,208,0,1,3974,4
32,233,193,0,1,3076,4
68,131,192,0,1,3929,3
54,81,176,0,1,4107,2
50,195,204,0,1,2133,6
62,221,153,0,1,2275,3
52,249,180,0,1,3452,5
30,147,199,0,1,3039,6
61,62,198,0,1,3236,3
31,226,193,0,1,2702,2
19,143,190,0,1,2610,6
49,128,201,0,1,2233,3
29,216,165,0,1,2201,6
64,246,156,0,1,4020,3
46,92,151,0,1,3423,3
24,189,196,0,1,3402,6
15,162,162,0,1,2394,3
38,201,172,0,1,2946,2
17,50,182,0,1,2145,5
16,231,182,0,1,3701,5
25,54,167,0,1,3460,6
26,88,206,0,1,3334,6
31,100,168,0,1,1969,3
66,173,209,0,1,2111,6
70,130,158,0,1,3607,4
65,172,208,0,1,3834,2
15,190,165,0,1,2178,2
35,200,175,0,1,4006,6
46,187,181,0,1,2680,2
15,241,174,0,1,1974,6
48,245,186,0,1,3891,2
59,74,195,0,1,2354,6
40,215,197,0,1,2794,3
21,137,154,0,1,3788,6
54,227,208,0,1,3075,6
60,118,153,0,1,3783,3
38,142,159,0,1,3044,2
50,122,203,0,1,2934,6
57,144,164,0,1,1937,3
56,51,171,0,1,2055,6
31,73,151,0,1,2897,6
19,160,196,0,1,2252,4
18,219,170,0,1,2813,3
66,178,194,0,1,2024,6
26,162,172,0,1,3165,3
15,135,172,0,1,2277,3
70,124,209,0,1,2852,6
51,248,204,0,1,3374,3
67,181,165,0,1,3787,4
62,125,204,0,1,3245,2
25,178,169,0,1,3098,5
28,213,191,0,1,4117,3
19,88,193,0,1,3269,3
25,130,161,0,1,3454,5
53,114,197,0,1,3934,5
28,234,164,0,1,2876,2
16,179,151,0,1,2603,6
24,102,173,0,1,3653,3
38,53,187,0,1,3628,3
40,133,186,0,1,3537,3
32,206,158,0,1,3316,3
41,150,209,0,1,2938,2
46,81,169,0,1,2257,3
44,239,169,0,1,2389,6
27,64,198,0,1,3856,2
48,51,180,0,1,2532,2
52,125,180,0,1,3773,2
15,77,190,0,1,2859,4
45,216,195,0,1,3968,2
25,156,194,0,1,2690,5
69,131,206,0,1,2843,3
26,110,167,0,1,2828,4
69,189,154,0,1,2418,4
59,201,156,0,1,3866,2
27,116,181,0,1,3572,4
56,224,174,0,1,2074,2
19,246,154,0,1,2987,5
66,184,198,0,1,4153,3
63,70,190,0,1,2149,2
61,205,171,0,1,3850,3
17,208,194,0,1,2565,6
18,94,200,0,1,3652,6
35,167,152,0,1,2210,4
70,245,172,0,1,2277,6
67,247,185,0,1,2747,6
22,83,161,0,1,2659,4
41,102,202,0,1,2274,2
42,91,182,0,1,2451,6
62,170,170,0,1,3352,4
40,143,204,0,1,3930,5
24,202,189,0,1,2475,3
38,59,182,0,1,2652,4
56,86,196,0,1,4165,6
70,214,166,0,1,2130,4
31,242,156,0,1,2876,4
20,61,186,0,1,3182,4
25,155,208,0,1,3893,4
45,182,173,0,1,2436,2
47,98,177,0,1,3292,6
27,154,157,0,1,3147,4
19,71,207,0,1,3011,3
